"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000043165","Lor","loricrin [Source:MGI Symbol;Acc:MGI:96816]"
"ENSMUSG00000101970","1810026B05Rik","RIKEN cDNA 1810026B05 gene [Source:MGI Symbol;Acc:MGI:1916420]"
"ENSMUSG00000036693","Nop14","NOP14 nucleolar protein [Source:MGI Symbol;Acc:MGI:1922666]"
"ENSMUSG00000038760","Trhr","thyrotropin releasing hormone receptor [Source:MGI Symbol;Acc:MGI:98824]"
"ENSMUSG00000076364","Gm24049","predicted gene, 24049 [Source:MGI Symbol;Acc:MGI:5453826]"
"ENSMUSG00000035860","Cdhr3","cadherin-related family member 3 [Source:MGI Symbol;Acc:MGI:1916014]"
"ENSMUSG00000020317","Theg","testicular haploid expressed gene [Source:MGI Symbol;Acc:MGI:1338756]"
"ENSMUSG00000051592","Ccnb3","cyclin B3 [Source:MGI Symbol;Acc:MGI:2183443]"
"ENSMUSG00000065239","Gm22971","predicted gene, 22971 [Source:MGI Symbol;Acc:MGI:5452748]"
"ENSMUSG00000098014","Gm26967","predicted gene, 26967 [Source:MGI Symbol;Acc:MGI:5504082]"
"ENSMUSG00000088245","Gm25910","predicted gene, 25910 [Source:MGI Symbol;Acc:MGI:5455687]"
"ENSMUSG00000044359","P2ry4","pyrimidinergic receptor P2Y, G-protein coupled, 4 [Source:MGI Symbol;Acc:MGI:1926594]"
"ENSMUSG00000108603","5330411O13Rik","RIKEN cDNA 5330411O13 gene [Source:MGI Symbol;Acc:MGI:1923923]"
"ENSMUSG00000088981","Gm25601","predicted gene, 25601 [Source:MGI Symbol;Acc:MGI:5455378]"
"ENSMUSG00000050323","Ndufaf6","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:MGI Symbol;Acc:MGI:1924197]"
"ENSMUSG00000077972","Mir466f-1","microRNA 466f-1 [Source:MGI Symbol;Acc:MGI:3718533]"
"ENSMUSG00000021038","Vipas39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:MGI Symbol;Acc:MGI:2144805]"
"ENSMUSG00000054364","Rhob","ras homolog family member B [Source:MGI Symbol;Acc:MGI:107949]"
"ENSMUSG00000105565","Gm43566","predicted gene 43566 [Source:MGI Symbol;Acc:MGI:5663703]"
"ENSMUSG00000004031","Brinp2","bone morphogenic protein/retinoic acid inducible neural-specific 2 [Source:MGI Symbol;Acc:MGI:2443333]"
"ENSMUSG00000086386","Gm12108","predicted gene 12108 [Source:MGI Symbol;Acc:MGI:3651176]"
"ENSMUSG00000022309","Angpt1","angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448]"
"ENSMUSG00000065450","Mir448","microRNA 448 [Source:MGI Symbol;Acc:MGI:3619406]"
"ENSMUSG00000061718","Ppp1r1b","protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:MGI Symbol;Acc:MGI:94860]"
"ENSMUSG00000006021","Kptn","kaptin [Source:MGI Symbol;Acc:MGI:1890380]"
"ENSMUSG00000022886","Prl2a1","prolactin family 2, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1861446]"
"ENSMUSG00000087340","Gm15228","predicted gene 15228 [Source:MGI Symbol;Acc:MGI:3705118]"
"ENSMUSG00000076275","Mir675","microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709]"
"ENSMUSG00000099243","Gm27538","predicted gene, 27538 [Source:MGI Symbol;Acc:MGI:5530920]"
"ENSMUSG00000046006","Gapt","Grb2-binding adaptor, transmembrane [Source:MGI Symbol;Acc:MGI:3608341]"
"ENSMUSG00000003813","Rad23a","RAD23 homolog A, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105126]"
"ENSMUSG00000026856","Dolpp1","dolichyl pyrophosphate phosphatase 1 [Source:MGI Symbol;Acc:MGI:1914093]"
"ENSMUSG00000077780","Gm24161","predicted gene, 24161 [Source:MGI Symbol;Acc:MGI:5453938]"
"ENSMUSG00000047878","A4galt","alpha 1,4-galactosyltransferase [Source:MGI Symbol;Acc:MGI:3512453]"
"ENSMUSG00000020577","Tspan13","tetraspanin 13 [Source:MGI Symbol;Acc:MGI:1913359]"
"ENSMUSG00000094504","Gm5294","predicted gene 5294 [Source:MGI Symbol;Acc:MGI:3646467]"
"ENSMUSG00000034681","Rnps1","ribonucleic acid binding protein S1 [Source:MGI Symbol;Acc:MGI:97960]"
"ENSMUSG00000050334","",""
"ENSMUSG00000033342","Plppr5","phospholipid phosphatase related 5 [Source:MGI Symbol;Acc:MGI:1923019]"
"ENSMUSG00000026004","Kansl1l","KAT8 regulatory NSL complex subunit 1-like [Source:MGI Symbol;Acc:MGI:1915941]"
"ENSMUSG00000097398","Platr5","pluripotency associated transcript 5 [Source:MGI Symbol;Acc:MGI:1925900]"
"ENSMUSG00000098349","Gm27711","predicted gene, 27711 [Source:MGI Symbol;Acc:MGI:5531093]"
"ENSMUSG00000022387","Brd1","bromodomain containing 1 [Source:MGI Symbol;Acc:MGI:1924161]"
"ENSMUSG00000095898","Gm24796","predicted gene, 24796 [Source:MGI Symbol;Acc:MGI:5454573]"
"ENSMUSG00000065446","Mir139","microRNA 139 [Source:MGI Symbol;Acc:MGI:2676824]"
"ENSMUSG00000069588","Gm11733","predicted gene 11733 [Source:MGI Symbol;Acc:MGI:3650737]"
"ENSMUSG00000034083","Ccdc174","coiled-coil domain containing 174 [Source:MGI Symbol;Acc:MGI:2444652]"
"ENSMUSG00000036422","Pcdh8","protocadherin 8 [Source:MGI Symbol;Acc:MGI:1306800]"
"ENSMUSG00000099424","Gm28641","predicted gene 28641 [Source:MGI Symbol;Acc:MGI:5579347]"
"ENSMUSG00000029253","Cenpc1","centromere protein C1 [Source:MGI Symbol;Acc:MGI:99700]"
"ENSMUSG00000024335","Brd2","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]"
"ENSMUSG00000005364","Il5ra","interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]"
"ENSMUSG00000065115","Gm23298","predicted gene, 23298 [Source:MGI Symbol;Acc:MGI:5453075]"
"ENSMUSG00000043822","Adamtsl5","ADAMTS-like 5 [Source:MGI Symbol;Acc:MGI:1913798]"
"ENSMUSG00000034634","Ly6d","lymphocyte antigen 6 complex, locus D [Source:MGI Symbol;Acc:MGI:96881]"
"ENSMUSG00000021866","Anxa11","annexin A11 [Source:MGI Symbol;Acc:MGI:108481]"
"ENSMUSG00000022781","Pak2","p21 protein (Cdc42/Rac)-activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]"
"ENSMUSG00000073898","Olfr713","olfactory receptor 713 [Source:MGI Symbol;Acc:MGI:3030547]"
"ENSMUSG00000096030","Gm24424","predicted gene, 24424 [Source:MGI Symbol;Acc:MGI:5454201]"
"ENSMUSG00000020492","Ska2","spindle and kinetochore associated complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913390]"
"ENSMUSG00000055789","E330017A01Rik","RIKEN cDNA E330017A01 gene [Source:MGI Symbol;Acc:MGI:3045360]"
"ENSMUSG00000087231","E230016M11Rik","RIKEN cDNA E230016M11 gene [Source:MGI Symbol;Acc:MGI:2443524]"
"ENSMUSG00000006398","Cdc20","cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"
"ENSMUSG00000026542","Apcs","serum amyloid P-component [Source:MGI Symbol;Acc:MGI:98229]"
"ENSMUSG00000050390","C77080","expressed sequence C77080 [Source:MGI Symbol;Acc:MGI:2140651]"
"ENSMUSG00000022840","Adcy5","adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673]"
"ENSMUSG00000107526","1700003I16Rik","RIKEN cDNA 1700003I16 gene [Source:MGI Symbol;Acc:MGI:1923949]"
"ENSMUSG00000076913","Traj16","T cell receptor alpha joining 16 [Source:MGI Symbol;Acc:MGI:4439580]"
"ENSMUSG00000006127","Inpp5k","inositol polyphosphate 5-phosphatase K [Source:MGI Symbol;Acc:MGI:1194899]"
"ENSMUSG00000030966","Trim21","tripartite motif-containing 21 [Source:MGI Symbol;Acc:MGI:106657]"
"ENSMUSG00000102364","Ighv8-5","immunoglobulin heavy variable V8-5 [Source:MGI Symbol;Acc:MGI:3645478]"
"ENSMUSG00000044976","Wdr72","WD repeat domain 72 [Source:MGI Symbol;Acc:MGI:3583957]"
"ENSMUSG00000051593","Olfr272","olfactory receptor 272 [Source:MGI Symbol;Acc:MGI:3030106]"
"ENSMUSG00000031932","Gpr83","G protein-coupled receptor 83 [Source:MGI Symbol;Acc:MGI:95712]"
"ENSMUSG00000058420","Syt17","synaptotagmin XVII [Source:MGI Symbol;Acc:MGI:104966]"
"ENSMUSG00000104879","Gm44490","predicted gene, 44490 [Source:MGI Symbol;Acc:MGI:5690882]"
"ENSMUSG00000095636","Gm22950","predicted gene, 22950 [Source:MGI Symbol;Acc:MGI:5452727]"
"ENSMUSG00000050315","Synpo2","synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070]"
"ENSMUSG00000099036","Mir378c","microRNA 378c [Source:MGI Symbol;Acc:MGI:5531312]"
"ENSMUSG00000102202","Gm33280","predicted gene, 33280 [Source:MGI Symbol;Acc:MGI:5592439]"
"ENSMUSG00000028053","Ash1l","ash1 (absent, small, or homeotic)-like (Drosophila) [Source:MGI Symbol;Acc:MGI:2183158]"
"ENSMUSG00000099293","Mir6366","microRNA 6366 [Source:MGI Symbol;Acc:MGI:5531102]"
"ENSMUSG00000026491","Ahctf1","AT hook containing transcription factor 1 [Source:MGI Symbol;Acc:MGI:1915033]"
"ENSMUSG00000021604","Irx4","Iroquois related homeobox 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1355275]"
"ENSMUSG00000037712","Fermt2","fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]"
"ENSMUSG00000098905","Zfp953","zinc finger protein 953 [Source:MGI Symbol;Acc:MGI:3612873]"
"ENSMUSG00000097196","Gm26665","predicted gene, 26665 [Source:MGI Symbol;Acc:MGI:5477159]"
"ENSMUSG00000041020","Map7d2","MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474]"
"ENSMUSG00000015829","Tnr","tenascin R [Source:MGI Symbol;Acc:MGI:99516]"
"ENSMUSG00000027790","Sis","sucrase isomaltase (alpha-glucosidase) [Source:MGI Symbol;Acc:MGI:1917233]"
"ENSMUSG00000022668","Gtpbp8","GTP-binding protein 8 (putative) [Source:MGI Symbol;Acc:MGI:1913317]"
"ENSMUSG00000043587","Pxylp1","2-phosphoxylose phosphatase 1 [Source:MGI Symbol;Acc:MGI:2442444]"
"ENSMUSG00000051223","Bzw1","basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132]"
"ENSMUSG00000097864","Gm26856","predicted gene, 26856 [Source:MGI Symbol;Acc:MGI:5477350]"
"ENSMUSG00000071856","Mcc","mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930]"
"ENSMUSG00000039492","Ccdc27","coiled-coil domain containing 27 [Source:MGI Symbol;Acc:MGI:2685881]"
"ENSMUSG00000041984","Rptn","repetin [Source:MGI Symbol;Acc:MGI:1099055]"
"ENSMUSG00000029419","Gm996","predicted gene 996 [Source:MGI Symbol;Acc:MGI:2685842]"
"ENSMUSG00000027961","Lrrc39","leucine rich repeat containing 39 [Source:MGI Symbol;Acc:MGI:1924557]"
"ENSMUSG00000101655","2310040G24Rik","RIKEN cDNA 2310040G24 gene [Source:MGI Symbol;Acc:MGI:1916897]"
"ENSMUSG00000034278","Dnajc17","DnaJ heat shock protein family (Hsp40) member C17 [Source:MGI Symbol;Acc:MGI:1916658]"
"ENSMUSG00000098879","Mir7675","microRNA 7675 [Source:MGI Symbol;Acc:MGI:5531347]"
"ENSMUSG00000026866","Kynu","kynureninase (L-kynurenine hydrolase) [Source:MGI Symbol;Acc:MGI:1918039]"
"ENSMUSG00000060802","B2m","beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127]"
"ENSMUSG00000061887","Ssbp3","single-stranded DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1919725]"
"ENSMUSG00000097682","4930554H23Rik","RIKEN cDNA 4930554H23 gene [Source:MGI Symbol;Acc:MGI:1924881]"
"ENSMUSG00000095098","Ccdc85b","coiled-coil domain containing 85B [Source:MGI Symbol;Acc:MGI:2147607]"
"ENSMUSG00000041684","",""
"ENSMUSG00000034973","Dopey1","dopey family member 1 [Source:MGI Symbol;Acc:MGI:1289294]"
"ENSMUSG00000092416","",""
"ENSMUSG00000030922","Lyrm1","LYR motif containing 1 [Source:MGI Symbol;Acc:MGI:1921169]"
"ENSMUSG00000031262","Cenpi","centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]"
"ENSMUSG00000054013","Tmem179","transmembrane protein 179 [Source:MGI Symbol;Acc:MGI:2144891]"
"ENSMUSG00000087194","Skint6","selection and upkeep of intraepithelial T cells 6 [Source:MGI Symbol;Acc:MGI:3649262]"
"ENSMUSG00000085827","Gm11291","predicted gene 11291 [Source:MGI Symbol;Acc:MGI:3651661]"
"ENSMUSG00000027447","Cst3","cystatin C [Source:MGI Symbol;Acc:MGI:102519]"
"ENSMUSG00000052182","Olfr849","olfactory receptor 849 [Source:MGI Symbol;Acc:MGI:3030683]"
"ENSMUSG00000097147","Gm26780","predicted gene, 26780 [Source:MGI Symbol;Acc:MGI:5477274]"
"ENSMUSG00000087213","2810408I11Rik","RIKEN cDNA 2810408I11 gene [Source:MGI Symbol;Acc:MGI:1917191]"
"ENSMUSG00000090104","",""
"ENSMUSG00000025314","Ptprj","protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]"
"ENSMUSG00000021135","Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1 [Source:MGI Symbol;Acc:MGI:97379]"
"ENSMUSG00000034449","",""
"ENSMUSG00000104809","Gm44485","predicted gene, 44485 [Source:MGI Symbol;Acc:MGI:5690877]"
"ENSMUSG00000088377","Gm25183","predicted gene, 25183 [Source:MGI Symbol;Acc:MGI:5454960]"
"ENSMUSG00000089469","Gm23704","predicted gene, 23704 [Source:MGI Symbol;Acc:MGI:5453481]"
"ENSMUSG00000057841","Rpl32","ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:98038]"
"ENSMUSG00000017165","Gast","gastrin [Source:MGI Symbol;Acc:MGI:104768]"
"ENSMUSG00000107388","Gm42788","predicted gene 42788 [Source:MGI Symbol;Acc:MGI:5662925]"
"ENSMUSG00000028234","Rps20","ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]"
"ENSMUSG00000105311","Gm44574","predicted gene 44574 [Source:MGI Symbol;Acc:MGI:5753150]"
"ENSMUSG00000032641","Gpr19","G protein-coupled receptor 19 [Source:MGI Symbol;Acc:MGI:892973]"
"ENSMUSG00000003134","Tbc1d8","TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]"
"ENSMUSG00000041225","Arhgap12","Rho GTPase activating protein 12 [Source:MGI Symbol;Acc:MGI:1922665]"
"ENSMUSG00000049804","Armcx4","armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]"
"ENSMUSG00000088217","Gm22079","predicted gene, 22079 [Source:MGI Symbol;Acc:MGI:5451856]"
"ENSMUSG00000037622","Wdtc1","WD and tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:2685541]"
"ENSMUSG00000088210","Gm22084","predicted gene, 22084 [Source:MGI Symbol;Acc:MGI:5451861]"
"ENSMUSG00000057406","Whsc1","Wolf-Hirschhorn syndrome candidate 1 (human) [Source:MGI Symbol;Acc:MGI:1276574]"
"ENSMUSG00000061244","Exoc5","exocyst complex component 5 [Source:MGI Symbol;Acc:MGI:2145645]"
"ENSMUSG00000031130","Brs3","bombesin-like receptor 3 [Source:MGI Symbol;Acc:MGI:1100501]"
"ENSMUSG00000043300","B3galnt1","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349405]"
"ENSMUSG00000043065","Spice1","spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252]"
"ENSMUSG00000029431","B3gnt4","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:2680208]"
"ENSMUSG00000087712","Gm25828","predicted gene, 25828 [Source:MGI Symbol;Acc:MGI:5455605]"
"ENSMUSG00000099508","1700030L20Rik","RIKEN cDNA 1700030L20 gene [Source:MGI Symbol;Acc:MGI:1917305]"
"ENSMUSG00000078532","Nkain1","Na+/K+ transporting ATPase interacting 1 [Source:MGI Symbol;Acc:MGI:1914399]"
"ENSMUSG00000056268","Dennd1b","DENN/MADD domain containing 1B [Source:MGI Symbol;Acc:MGI:2447812]"
"ENSMUSG00000028158","Mttp","microsomal triglyceride transfer protein [Source:MGI Symbol;Acc:MGI:106926]"
"ENSMUSG00000029647","Pan3","PAN3 poly(A) specific ribonuclease subunit [Source:MGI Symbol;Acc:MGI:1919837]"
"ENSMUSG00000088687","Gm23996","predicted gene, 23996 [Source:MGI Symbol;Acc:MGI:5453773]"
"ENSMUSG00000014313","Cox6c","cytochrome c oxidase subunit VIc [Source:MGI Symbol;Acc:MGI:104614]"
"ENSMUSG00000078025","Mir466g","microRNA 466g [Source:MGI Symbol;Acc:MGI:3718536]"
"ENSMUSG00000105153","Gm3143","predicted gene 3143 [Source:MGI Symbol;Acc:MGI:3781322]"
"ENSMUSG00000022136","Dnajc3","DnaJ heat shock protein family (Hsp40) member C3 [Source:MGI Symbol;Acc:MGI:107373]"
"ENSMUSG00000100691","2010320M18Rik","RIKEN cDNA 2010320M18 gene [Source:MGI Symbol;Acc:MGI:1919343]"
"ENSMUSG00000089034","Gm22156","predicted gene, 22156 [Source:MGI Symbol;Acc:MGI:5451933]"
"ENSMUSG00000003161","Sri","sorcin [Source:MGI Symbol;Acc:MGI:98419]"
"ENSMUSG00000076395","Gm25990","predicted gene, 25990 [Source:MGI Symbol;Acc:MGI:5455767]"
"ENSMUSG00000027509","Rae1","ribonucleic acid export 1 [Source:MGI Symbol;Acc:MGI:1913929]"
"ENSMUSG00000099042","Mir7066","microRNA 7066 [Source:MGI Symbol;Acc:MGI:5530672]"
"ENSMUSG00000027173","Depdc7","DEP domain containing 7 [Source:MGI Symbol;Acc:MGI:2139258]"
"ENSMUSG00000092710","Gm22857","predicted gene, 22857 [Source:MGI Symbol;Acc:MGI:5452634]"
"ENSMUSG00000092920","Mirt2","myocardial infraction associated transcript 2 [Source:MGI Symbol;Acc:MGI:3642813]"
"ENSMUSG00000106227","Gm43464","predicted gene 43464 [Source:MGI Symbol;Acc:MGI:5663601]"
"ENSMUSG00000086243","Gm12121","predicted gene 12121 [Source:MGI Symbol;Acc:MGI:3651988]"
"ENSMUSG00000018387","Shroom1","shroom family member 1 [Source:MGI Symbol;Acc:MGI:1919024]"
"ENSMUSG00000027287","Snap23","synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]"
"ENSMUSG00000095897","Ighd2-5","immunoglobulin heavy diversity 2-5 [Source:MGI Symbol;Acc:MGI:4439705]"
"ENSMUSG00000085198","4933416E03Rik","RIKEN cDNA 4933416E03 gene [Source:MGI Symbol;Acc:MGI:1918331]"
"ENSMUSG00000096841","Gm25596","predicted gene, 25596 [Source:MGI Symbol;Acc:MGI:5455373]"
"ENSMUSG00000097493","9930014A18Rik","RIKEN cDNA 9930014A18 gene [Source:MGI Symbol;Acc:MGI:2444091]"
"ENSMUSG00000078380","Gm6096","predicted gene 6096 [Source:MGI Symbol;Acc:MGI:3649053]"
"ENSMUSG00000089143","Gm25268","predicted gene, 25268 [Source:MGI Symbol;Acc:MGI:5455045]"
"ENSMUSG00000027073","Prg2","proteoglycan 2, bone marrow [Source:MGI Symbol;Acc:MGI:103294]"
"ENSMUSG00000058546","Rpl23a","ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"ENSMUSG00000093031","Gm22662","predicted gene, 22662 [Source:MGI Symbol;Acc:MGI:5452439]"
"ENSMUSG00000043639","Rbm20","RNA binding motif protein 20 [Source:MGI Symbol;Acc:MGI:1920963]"
"ENSMUSG00000028613","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:MGI Symbol;Acc:MGI:1340044]"
"ENSMUSG00000023169","Slc38a1","solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]"
"ENSMUSG00000006010","BC003331","cDNA sequence BC003331 [Source:MGI Symbol;Acc:MGI:2385108]"
"ENSMUSG00000085950","Gm13589","predicted gene 13589 [Source:MGI Symbol;Acc:MGI:3649991]"
"ENSMUSG00000023236","Scg5","secretogranin V [Source:MGI Symbol;Acc:MGI:98289]"
"ENSMUSG00000041498","Kif14","kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226]"
"ENSMUSG00000100552","Gm29019","predicted gene 29019 [Source:MGI Symbol;Acc:MGI:5579725]"
"ENSMUSG00000062400","Krtap6-5","keratin associated protein 6-5 [Source:MGI Symbol;Acc:MGI:1915734]"
"ENSMUSG00000024851","Pitpnm1","phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524]"
"ENSMUSG00000037533","Rapgef6","Rap guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:2384761]"
"ENSMUSG00000087319","Gm15907","predicted gene 15907 [Source:MGI Symbol;Acc:MGI:3801930]"
"ENSMUSG00000065612","Mir151","microRNA 151 [Source:MGI Symbol;Acc:MGI:2676836]"
"ENSMUSG00000020081","Tacr2","tachykinin receptor 2 [Source:MGI Symbol;Acc:MGI:98477]"
"ENSMUSG00000025224","Gbf1","golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607]"
"ENSMUSG00000020787","P2rx1","purinergic receptor P2X, ligand-gated ion channel, 1 [Source:MGI Symbol;Acc:MGI:1098235]"
"ENSMUSG00000057132","Rpgrip1","retinitis pigmentosa GTPase regulator interacting protein 1 [Source:MGI Symbol;Acc:MGI:1932134]"
"ENSMUSG00000088097","Gm23671","predicted gene, 23671 [Source:MGI Symbol;Acc:MGI:5453448]"
"ENSMUSG00000087765","Gm23985","predicted gene, 23985 [Source:MGI Symbol;Acc:MGI:5453762]"
"ENSMUSG00000088670","Gm23663","predicted gene, 23663 [Source:MGI Symbol;Acc:MGI:5453440]"
"ENSMUSG00000036246","Gmip","Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]"
"ENSMUSG00000021288","Klc1","kinesin light chain 1 [Source:MGI Symbol;Acc:MGI:107978]"
"ENSMUSG00000076907","Traj22","T cell receptor alpha joining 22 [Source:MGI Symbol;Acc:MGI:4439746]"
"ENSMUSG00000109322","Olfr1283","olfactory receptor 1283 [Source:MGI Symbol;Acc:MGI:3031117]"
"ENSMUSG00000074166","AW146154","expressed sequence AW146154 [Source:MGI Symbol;Acc:MGI:2142212]"
"ENSMUSG00000065887","n-R5s185","nuclear encoded rRNA 5S 185 [Source:MGI Symbol;Acc:MGI:4422050]"
"ENSMUSG00000024268","Celf4","CUGBP, Elav-like family member 4 [Source:MGI Symbol;Acc:MGI:1932407]"
"ENSMUSG00000026765","Lypd6b","LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]"
"ENSMUSG00000073489","Ifi204","interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429]"
"ENSMUSG00000031672","Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:95792]"
"ENSMUSG00000037001","Zfp39","zinc finger protein 39 [Source:MGI Symbol;Acc:MGI:99183]"
"ENSMUSG00000088438","Gm25387","predicted gene, 25387 [Source:MGI Symbol;Acc:MGI:5455164]"
"ENSMUSG00000063480","",""
"ENSMUSG00000093745","Gm24420","predicted gene, 24420 [Source:MGI Symbol;Acc:MGI:5454197]"
"ENSMUSG00000096409","Olfr890","olfactory receptor 890 [Source:MGI Symbol;Acc:MGI:3030724]"
"ENSMUSG00000095774","Olfr970","olfactory receptor 970 [Source:MGI Symbol;Acc:MGI:3030804]"
"ENSMUSG00000039057","Myo16","myosin XVI [Source:MGI Symbol;Acc:MGI:2685951]"
"ENSMUSG00000093173","Gm23872","predicted gene, 23872 [Source:MGI Symbol;Acc:MGI:5453649]"
"ENSMUSG00000058966","Fam57b","family with sequence similarity 57, member B [Source:MGI Symbol;Acc:MGI:1916202]"
"ENSMUSG00000063146","Clip2","CAP-GLY domain containing linker protein 2 [Source:MGI Symbol;Acc:MGI:1313136]"
"ENSMUSG00000030087","Klf15","Kruppel-like factor 15 [Source:MGI Symbol;Acc:MGI:1929988]"
"ENSMUSG00000022048","Dpysl2","dihydropyrimidinase-like 2 [Source:MGI Symbol;Acc:MGI:1349763]"
"ENSMUSG00000106438","Gm42749","predicted gene 42749 [Source:MGI Symbol;Acc:MGI:5662886]"
"ENSMUSG00000089614","Gm23505","predicted gene, 23505 [Source:MGI Symbol;Acc:MGI:5453282]"
"ENSMUSG00000040583","",""
"ENSMUSG00000034252","Senp6","SUMO/sentrin specific peptidase 6 [Source:MGI Symbol;Acc:MGI:1922075]"
"ENSMUSG00000105758","Mirlet7e","microRNA let7e [Source:MGI Symbol;Acc:MGI:2676797]"
"ENSMUSG00000033917","Gde1","glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]"
"ENSMUSG00000086666","Gm12249","predicted gene 12249 [Source:MGI Symbol;Acc:MGI:3649298]"
"ENSMUSG00000028434","",""
"ENSMUSG00000022754","Tmem45a","transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122]"
"ENSMUSG00000088184","Gm23137","predicted gene, 23137 [Source:MGI Symbol;Acc:MGI:5452914]"
"ENSMUSG00000047766","Lrrc49","leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689]"
"ENSMUSG00000031966","Glb1l3","galactosidase, beta 1 like 3 [Source:MGI Symbol;Acc:MGI:1918143]"
