ensembl_gene_id,external_gene_name,"gene_description"
ENSG00000235306,GAPDHP34,"glyceraldehyde 3 phosphate dehydrogenase pseudogene 34 "
ENSG00000223543,TCEAL4P1,"transcription elongation factor A (SII)-like 4 pseudogene 1 "
ENSG00000215486,ARL2BPP3,"ADP-ribosylation factor-like 2 binding protein pseudogene 3 "
ENSG00000261631,KLHL10,"kelch-like family member 10 "
ENSG00000230031,POTEB2,"POTE ankyrin domain family, member B2 "
ENSG00000271337,NDE1P2,"nudE neurodevelopment protein 1 pseudogene 2 "
ENSG00000236711,SMAD9-AS1,"SMAD9 antisense RNA 1 "
ENSG00000228825,LAMTOR3P1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 1 "
ENSG00000232378,RPL29P28,"ribosomal protein L29 pseudogene 28 "
ENSG00000226161,EIF4A1P5,"eukaryotic translation initiation factor 4A1 pseudogene 5 "
ENSG00000221100,AL138706.1,""
ENSG00000202395,RN7SKP1,"RNA, 7SK small nuclear pseudogene 1 "
ENSG00000230283,RPS12P24,"ribosomal protein S12 pseudogene 24 "
ENSG00000234034,AP000959.2,""
ENSG00000230390,LINC01048,"long intergenic non-protein coding RNA 1048 "
ENSG00000263796,RN7SL609P,"RNA, 7SL, cytoplasmic 609, pseudogene "
ENSG00000199276,RNA5SP26,"RNA, 5S ribosomal pseudogene 26 "
ENSG00000225906,AP000949.1,""
ENSG00000228036,HSPD1P9,"heat shock 60kDa protein 1 (chaperonin) pseudogene 9 "
ENSG00000230972,AP001255.2,""
ENSG00000259896,KLHL11,"kelch-like family member 11 "
ENSG00000223685,LINC00571,"long intergenic non-protein coding RNA 571 "
ENSG00000219368,ZNF299P,"zinc finger protein 299, pseudogene "
ENSG00000236354,LINC00437,"long intergenic non-protein coding RNA 437 "
ENSG00000231058,MSANTD2P1,"Myb/SANT-like DNA-binding domain containing 2 pseudogene 1 "
ENSG00000229437,LINC00366,"long intergenic non-protein coding RNA 366 "
ENSG00000223078,RNU2-55P,"RNA, U2 small nuclear 55, pseudogene "
ENSG00000234701,PRDX3P3,"peroxiredoxin 3 pseudogene 3 "
ENSG00000228592,AP000459.4,""
ENSG00000252795,RNU6-56P,"RNA, U6 small nuclear 56, pseudogene "
ENSG00000212049,AL590007.1,""
ENSG00000270824,IGHD5OR15-5B,"immunoglobulin heavy diversity 5/OR15-5B (non-functional) "
ENSG00000225350,FREM2-AS1,"FREM2 antisense RNA 1 "
ENSG00000225221,PLA2G12AP2,"phospholipase A2, group XIIA pseudogene 2 "
ENSG00000270451,IGHD4OR15-4B,"immunoglobulin heavy diversity 4/OR15-4B (non-functional) "
ENSG00000235550,ANKRD26P2,"ankyrin repeat domain 26 pseudogene 2 "
ENSG00000223822,EEF1A1P1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 1 "
ENSG00000271255,IGHD3OR15-3B,"immunoglobulin heavy diversity 3/OR15-3B (non-functional) "
ENSG00000214823,NXT1P1,"NTF2-like export factor 1 pseudogene 1 "
ENSG00000271305,IGHD2OR15-2B,"immunoglobulin heavy diversity 2/OR15-2B (non-functional) "
ENSG00000238408,snoU13,"Small nucleolar RNA U13 "
ENSG00000216014,AL512505.1,""
ENSG00000264171,MIR4305,"microRNA 4305 "
ENSG00000237569,TUBAP,"tubulin, alpha pseudogene "
ENSG00000200526,RNY4P14,"RNA, Ro-associated Y4 pseudogene 14 "
ENSG00000224351,CDKN2AIPNLP3,"CDKN2A interacting protein N-terminal like pseudogene 3 "
ENSG00000138593,SECISBP2L,"SECIS binding protein 2-like "
ENSG00000270444,AZU1P1,"azurocidin 1 pseudogene 1 "
ENSG00000212553,SNORD116,"Small nucleolar RNA SNORD116 "
ENSG00000270185,IGHD1OR15-1B,"immunoglobulin heavy diversity 1/OR15-1B (non-functional) "
ENSG00000230710,LINC00332,"long intergenic non-protein coding RNA 332 "
ENSG00000271429,RPL17P51,"ribosomal protein L17 pseudogene 51 "
ENSG00000207458,RNY3P9,"RNA, Ro-associated Y3 pseudogene 9 "
ENSG00000268531,DKFZP547L112,""
ENSG00000230058,RP11-172E9.2,""
ENSG00000252812,RN7SKP2,"RNA, 7SK small nuclear pseudogene 2 "
ENSG00000215483,LINC00598,"long intergenic non-protein coding RNA 598 "
ENSG00000229456,RLIMP1,"ring finger protein, LIM domain interacting pseudogene 1 "
ENSG00000211491,MIR320D1,"microRNA 320d-1 "
ENSG00000207652,MIR621,"microRNA 621 "
ENSG00000168852,TPTE2P5,"transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5 "
ENSG00000233917,POTEB,"POTE ankyrin domain family, member B "
ENSG00000166157,TPTE,"transmembrane phosphatase with tensin homology "
ENSG00000260245,ACLY,"ATP citrate lyase "
ENSG00000176268,CYCSP34,"cytochrome c, somatic pseudogene 34 "
ENSG00000239827,SUGT1P3,"SUGT1 pseudogene 3 "
ENSG00000229473,RGS17P1,"regulator of G-protein signaling 17 pseudogene 1 "
ENSG00000264226,MIR3168,"microRNA 3168 "
ENSG00000199698,Y_RNA,"Y RNA "
ENSG00000244264,RN7SL597P,"RNA, 7SL, cytoplasmic 597, pseudogene "
ENSG00000227716,AP000459.7,""
ENSG00000215482,CALM2P3,"calmodulin 2 pseudogene 3 "
ENSG00000231986,AP000474.1,""
ENSG00000238651,snoU13,"Small nucleolar RNA U13 "
ENSG00000225133,MORF4L1P4,"mortality factor 4 like 1 pseudogene 4 "
ENSG00000235564,AP000477.2,""
ENSG00000231404,RAC1P3,"ras-related C3 botulinum toxin substrate 1 pseudogene 3 "
ENSG00000226996,AP000477.3,""
ENSG00000264695,RP11-178F10.2,""
ENSG00000223280,RNU6-57P,"RNA, U6 small nuclear 57, pseudogene "
ENSG00000224018,AP000470.2,""
ENSG00000266489,RP11-178F10.3,""
ENSG00000214222,TUBBP2,"tubulin, beta pseudogene 2 "
ENSG00000224832,AP000469.2,""
ENSG00000266181,RP11-178F10.4,""
ENSG00000205240,OR7E36P,"olfactory receptor, family 7, subfamily E, member 36 pseudogene "
ENSG00000237484,AP000476.1,""
ENSG00000265485,RP11-449D8.1,""
ENSG00000234655,OR7E155P,"olfactory receptor, family 7, subfamily E, member 155 pseudogene "
ENSG00000263553,RP11-449D8.2,""
ENSG00000266520,RAC1P1,"ras-related C3 botulinum toxin substrate 1 pseudogene 1 "
ENSG00000215480,OR7E37P,"olfactory receptor, family 7, subfamily E, member 37 pseudogene "
ENSG00000266809,RP11-449D8.3,""
ENSG00000263907,AL354833.1,""
ENSG00000266573,RP11-449D8.5,""
ENSG00000263928,AL354833.2,""
ENSG00000264042,AL354833.3,""
ENSG00000264190,MIR5006,"microRNA 5006 "
ENSG00000241406,RN7SL515P,"RNA, 7SL, cytoplasmic 515, pseudogene "
ENSG00000206962,RNU6-74P,"RNA, U6 small nuclear 74, pseudogene "
ENSG00000264345,RP11-958F21.1,""
ENSG00000229696,KARSP1,"lysyl-tRNA synthetase pseudogene 1 "
ENSG00000229248,WBP2P1,"WW domain binding protein 2 pseudogene 1 "
ENSG00000226093,RPS28P8,"ribosomal protein S28 pseudogene 8 "
ENSG00000231530,RP11-187A9.3,""
ENSG00000265552,RP11-958F21.3,""
ENSG00000237263,MAPK6PS3,"mitogen-activated protein kinase 6 pseudogene 3 "
ENSG00000264434,CTD-2006O16.2,""
ENSG00000265679,AL139328.1,""
ENSG00000242216,RN7SL97P,"RNA, 7SL, cytoplasmic 97, pseudogene "
ENSG00000270809,CHCHD2P11,"coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 11 "
ENSG00000264193,RP11-737G21.1,""
ENSG00000234213,FHP1,"fumarate hydratase pseudogene 1 "
ENSG00000243925,RPS24P18,"ribosomal protein S24 pseudogene 18 "
ENSG00000260703,TTC25,"tetratricopeptide repeat domain 25 "
ENSG00000233259,FABP3P2,"fatty acid binding protein 3, pseudogene 2 "
ENSG00000188985,DHFRP1,"dihydrofolate reductase pseudogene 1 "
ENSG00000271216,LINC01050,"long intergenic non-protein coding RNA 1050 "
ENSG00000229546,LINC00428,"long intergenic non-protein coding RNA 428 "
ENSG00000266227,NPM1P2,"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 2 "
ENSG00000238025,ZDHHC4P1,"zinc finger, DHHC-type containing 4 pseudogene 1 "
ENSG00000256715,AL050302.1,"Uncharacterized protein  "
ENSG00000263829,FAM60BP,"family with sequence similarity 60, member B pseudogene "
ENSG00000229928,LINC00400,"long intergenic non-protein coding RNA 400 "
ENSG00000232540,RPL36P19,"ribosomal protein L36 pseudogene 19 "
ENSG00000266237,RP11-25D3.1,""
ENSG00000238189,ENOX1-AS2,"ENOX1 antisense RNA 2 "
ENSG00000252921,U3,"Small nucleolar RNA U3 "
ENSG00000233821,ENOX1-AS1,"ENOX1 antisense RNA 1 "
ENSG00000264911,RP11-107K17.2,""
ENSG00000270522,RP11-168P13.1,""
ENSG00000207160,RNU6-1289P,"RNA, U6 small nuclear 1289, pseudogene "
ENSG00000263862,RP11-107K17.1,""
ENSG00000166351,POTED,"POTE ankyrin domain family, member D "
ENSG00000252846,AC090206.1,""
ENSG00000233725,LINC00284,"long intergenic non-protein coding RNA 284 "
ENSG00000263846,CIAPIN1P,"cytokine induced apoptosis inhibitor 1 pseudogene "
ENSG00000260283,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase "
ENSG00000269011,AL050303.1,"Uncharacterized protein, cDNA FLJ43689 fis, clone TBAES2003550  "
ENSG00000260372,AQP4-AS1,"AQP4 antisense RNA 1 "
ENSG00000179611,DGKZP1,"diacylglycerol kinase, zeta pseudogene 1 "
ENSG00000168675,LDLRAD4,"low density lipoprotein receptor class A domain containing 4 "
ENSG00000226519,LINC00390,"long intergenic non-protein coding RNA 390 "
ENSG00000227258,SMIM2-AS1,"SMIM2 antisense RNA 1 "
ENSG00000265369,U3,"Small nucleolar RNA U3 "
ENSG00000235285,SMIM2-IT1,"SMIM2 intronic transcript 1 (non-protein coding) "
ENSG00000263677,RP11-17A19.2,""
ENSG00000230731,RP11-478K15.6,""
ENSG00000263382,RP11-552O4.1,""
ENSG00000237361,LINC01071,"long intergenic non-protein coding RNA 1071 "
ENSG00000266184,RP11-552O4.2,""
ENSG00000266549,RP11-526I8.2,""
ENSG00000225727,RP11-71C5.2,""
ENSG00000265374,RP11-57J16.1,""
ENSG00000262684,DNAJC7,"DnaJ (Hsp40) homolog, subfamily C, member 7 "
ENSG00000230793,SMARCE1P5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 pseudogene 5 "
ENSG00000188992,LIPI,"lipase, member I "
ENSG00000238932,snoU13,"Small nucleolar RNA U13 "
ENSG00000237585,LINC00407,"long intergenic non-protein coding RNA 407 "
ENSG00000235097,LINC00330,"long intergenic non-protein coding RNA 330 "
ENSG00000223732,RP11-321C24.1,""
ENSG00000265802,RN7SL49P,"RNA, 7SL, cytoplasmic 49, pseudogene "
ENSG00000223341,RN7SKP3,"RNA, 7SK small nuclear pseudogene 3 "
ENSG00000271818,7SK,"7SK RNA "
ENSG00000252055,RNU6-69P,"RNA, U6 small nuclear 69, pseudogene "
ENSG00000270381,RP11-290D2.5,""
ENSG00000221163,AL138963.1,""
ENSG00000253051,SNORA31,"Small nucleolar RNA SNORA31 "
ENSG00000199477,SNORA31,"small nucleolar RNA, H/ACA box 31 "
ENSG00000273149,RP11-290D2.6,""
ENSG00000185272,RBM11,"RNA binding motif protein 11 "
ENSG00000182974,OR4M2,"olfactory receptor, family 4, subfamily M, member 2 "
ENSG00000226983,AP000235.2,""
ENSG00000260770,NKIRAS2,"NFKB inhibitor interacting Ras-like 2 "
ENSG00000183706,OR4N4,"olfactory receptor, family 4, subfamily N, member 4 "
ENSG00000170919,TPT1-AS1,"TPT1 antisense RNA 1 "
ENSG00000227090,AP000402.3,""
ENSG00000230379,AP000146.2,""
ENSG00000270505,IGHV1OR15-1,"immunoglobulin heavy variable 1/OR15-1 (non-functional) "
ENSG00000269182,AC010760.1,""
ENSG00000259261,IGHV4OR15-8,"immunoglobulin heavy variable 4/OR15-8 (non-functional) "
ENSG00000237444,AP001342.1,""
ENSG00000244278,AP000235.3,""
ENSG00000155304,HSPA13,"heat shock protein 70kDa family, member 13 "
ENSG00000260320,ZNF385C,"zinc finger protein 385C "
ENSG00000228886,RP11-290D2.3,""
ENSG00000214455,RCN1P2,"reticulocalbin 1, EF-hand calcium binding domain pseudogene 2 "
ENSG00000251015,SLC25A30-AS1,"SLC25A30 antisense RNA 1 "
ENSG00000229303,PPIAP25,"peptidylprolyl isomerase A (cyclophilin A) pseudogene 25 "
ENSG00000200709,RNA5SP27,"RNA, 5S ribosomal pseudogene 27 "
ENSG00000197414,GOLGA6L1,"golgin A6 family-like 1 "
ENSG00000232786,TIMM9P3,"translocase of inner mitochondrial membrane 9 homolog (yeast) pseudogene 3 "
ENSG00000228869,COX4I1P2,"cytochrome c oxidase subunit IV isoform 1 pseudogene 2 "
ENSG00000235366,LINC01055,"long intergenic non-protein coding RNA 1055 "
ENSG00000232512,7SK,"7SK RNA "
ENSG00000237876,AKR1B1P4,"aldo-keto reductase family 1, member B1 pseudogene 4 "
ENSG00000260178,DHX58,"DEXH (Asp-Glu-X-His) box polypeptide 58 "
ENSG00000223870,AP000233.3,""
ENSG00000235903,CPB2-AS1,"CPB2 antisense RNA 1 "
ENSG00000222042,AP000233.4,""
ENSG00000238627,RNA5SP489,"RNA, 5S ribosomal pseudogene 489 "
ENSG00000240767,RN7SL288P,"RNA, 7SL, cytoplasmic 288, pseudogene "
ENSG00000238483,snoU13,"Small nucleolar RNA U13 "
ENSG00000252854,RN7SKP5,"RNA, 7SK small nuclear pseudogene 5 "
ENSG00000251106,FAM206BP,"family with sequence similarity 206, member B, pseudogene "
ENSG00000261097,LINC00563,"long intergenic non-protein coding RNA 563 "
ENSG00000223336,RNU2-6P,"RNA, U2 small nuclear 6, pseudogene "
ENSG00000252385,RNU6-68P,"RNA, U6 small nuclear 68, pseudogene "
ENSG00000166200,COPS2,"COP9 signalosome subunit 2 "
ENSG00000155307,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 "
ENSG00000241353,PPP1R2P4,"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 4 "
ENSG00000259958,KAT2A,"K(lysine) acetyltransferase 2A "
ENSG00000243440,AF165138.7,"Protein LOC388813  "
ENSG00000231817,RP11-189B4.6,""
ENSG00000227019,OR7E101P,"olfactory receptor, family 7, subfamily E, member 101 pseudogene "
ENSG00000205105,COX17P1,"COX17 cytochrome c oxidase copper chaperone pseudogene 1 "
ENSG00000260325,HSPB9,"heat shock protein, alpha-crystallin-related, B9 "
ENSG00000230243,FKBP1AP3,"FK506 binding protein 1A, 12kDa pseudogene 3 "
ENSG00000224517,HTR2A-AS1,"HTR2A antisense RNA 1 "
ENSG00000234590,GNG5P5,"guanine nucleotide binding protein (G protein), gamma 5 pseudogene 5 "
ENSG00000244521,RN7SL700P,"RNA, 7SL, cytoplasmic 700, pseudogene "
ENSG00000234145,NAP1L4P3,"nucleosome assembly protein 1-like 4 pseudogene 3 "
ENSG00000229423,RPL27AP8,"ribosomal protein L27a pseudogene 8 "
ENSG00000261378,RAB5C,"RAB5C, member RAS oncogene family "
ENSG00000228573,RP11-279N8.1,""
ENSG00000153575,TUBGCP5,"tubulin, gamma complex associated protein 5 "
ENSG00000234689,LINC00444,"long intergenic non-protein coding RNA 444 "
ENSG00000260388,LINC00562,"long intergenic non-protein coding RNA 562 "
ENSG00000227848,SUCLA2-AS1,"SUCLA2 antisense RNA 1 "
ENSG00000263172,5S_rRNA,"5S ribosomal RNA "
ENSG00000229111,MED4-AS1,"MED4 antisense RNA 1 "
ENSG00000262688,Metazoa_SRP,"Metazoan signal recognition particle RNA "
ENSG00000266571,Metazoa_SRP,"Metazoan signal recognition particle RNA "
ENSG00000224510,POLR2KP2,"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa pseudogene 2 "
ENSG00000260752,RP11-156E6.1,""
ENSG00000231473,LINC00441,"long intergenic non-protein coding RNA 441 "
ENSG00000264151,RP11-739N10.1,""
ENSG00000238086,PPP1R26P1,"protein phosphatase 1, regulatory subunit 26 pseudogene 1 "
ENSG00000177197,PCNPP5,"PEST containing nuclear protein pseudogene 5 "
ENSG00000233456,LINC01077,"long intergenic non-protein coding RNA 1077 "
ENSG00000180530,NRIP1,"nuclear receptor interacting protein 1 "
ENSG00000233610,LINC00462,"long intergenic non-protein coding RNA 462 "
ENSG00000264790,RP11-26N15.2,""
ENSG00000222391,AL137118.1,""
ENSG00000225131,PSME2P2,"proteasome activator subunit 2 pseudogene 2 "
ENSG00000244329,UBA52P9,"ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9 "
ENSG00000265585,AL161421.1,""
ENSG00000201662,RNU6-60P,"RNA, U6 small nuclear 60, pseudogene "
ENSG00000263611,RP11-612A1.1,""
ENSG00000223724,RAD17P2,"RAD17 homolog (S. pombe) pseudogene 2 "
ENSG00000265097,RBM22P1,"RNA binding motif protein 22 pseudogene 1 "
ENSG00000199788,RNY3P2,"RNA, Ro-associated Y3 pseudogene 2 "
ENSG00000235957,COX7CP1,"cytochrome c oxidase subunit VIIc pseudogene 1 "
ENSG00000263405,PA2G4P3,"proliferation-associated 2G4 pseudogene 3 "
ENSG00000231665,OGFOD1P1,"2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1 "
ENSG00000227279,AC015933.2,""
ENSG00000236577,SNRPGP14,"small nuclear ribonucleoprotein polypeptide G pseudogene 14 "
ENSG00000137824,RMDN3,"regulator of microtubule dynamics 3 "
ENSG00000266296,ARIH2P1,"ariadne homolog 2 pseudogene 1 "
ENSG00000176882,RP11-432M24.4,""
ENSG00000261371,PECAM1,"platelet/endothelial cell adhesion molecule 1 "
ENSG00000265994,RP11-510D21.1,""
ENSG00000203547,AL135901.1,""
ENSG00000271238,RP11-510D21.2,""
ENSG00000222148,RNY4P30,"RNA, Ro-associated Y4 pseudogene 30 "
ENSG00000181358,CTAGE10P,"CTAGE family, member 10, pseudogene "
ENSG00000251719,RNU6-408P,"RNA, U6 small nuclear 408, pseudogene "
ENSG00000265730,AC090349.1,""
ENSG00000200064,RNY4P9,"RNA, Ro-associated Y4 pseudogene 9 "
ENSG00000212085,AC105245.1,""
ENSG00000264526,AL136123.1,""
ENSG00000264864,MIR3613,"microRNA 3613 "
ENSG00000266479,CTD-2515C13.1,""
ENSG00000259458,RP11-625H11.1,"Uncharacterized protein  "
ENSG00000265980,CTD-2515C13.2,""
ENSG00000221731,AC091321.1,""
ENSG00000264587,RP11-784B15.1,""
ENSG00000266196,RP11-675P14.1,""
ENSG00000265670,RP11-25I11.1,""
ENSG00000251702,RNU6-857P,"RNA, U6 small nuclear 857, pseudogene "
ENSG00000261521,RP11-408H20.1,""
ENSG00000231607,DLEU2,"deleted in lymphocytic leukemia 2 (non-protein coding) "
ENSG00000238376,snoU13,"Small nucleolar RNA U13 "
ENSG00000238660,AP001340.1,""
ENSG00000265888,RP11-408H20.2,""
ENSG00000213885,RPL13AP7,"ribosomal protein L13a pseudogene 7 "
ENSG00000263698,RP11-408H20.3,""
ENSG00000185433,LINC00158,"long intergenic non-protein coding RNA 158 "
ENSG00000266729,RP11-534N16.1,""
ENSG00000238314,snoU13,"Small nucleolar RNA U13 "
ENSG00000229962,AP000221.1,""
ENSG00000208006,MIR16-1,"microRNA 16-1 "
ENSG00000207019,RNU6-167P,"RNA, U6 small nuclear 167, pseudogene "
ENSG00000214359,RPL18P10,"ribosomal protein L18 pseudogene 10 "
ENSG00000234883,MIR155HG,"MIR155 host gene (non-protein coding) "
ENSG00000207240,Y_RNA,"Y RNA "
ENSG00000266521,RP11-650P15.1,""
ENSG00000232150,ST13P4,"suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4 "
ENSG00000260583,LINC00515,"long intergenic non-protein coding RNA 515 "
ENSG00000264859,RP11-75N4.2,""
ENSG00000237731,RNGTTP1,"RNA guanylyltransferase and 5'-phosphatase pseudogene 1 "
ENSG00000223676,RPL34P26,"ribosomal protein L34 pseudogene 26 "
ENSG00000227054,FDX1P2,"ferredoxin 1 pseudogene 2 "
ENSG00000263304,MILR1,"mast cell immunoglobulin-like receptor 1 "
ENSG00000252379,RNU6-1002P,"RNA, U6 small nuclear 1002, pseudogene "
ENSG00000221198,AL138696.1,""
ENSG00000235514,AP000226.9,""
ENSG00000229323,RP11-175B12.2,""
ENSG00000259985,RP11-549B18.1,""
ENSG00000200472,RN7SKP44,"RNA, 7SK small nuclear pseudogene 44 "
ENSG00000137880,GCHFR,"GTP cyclohydrolase I feedback regulator "
ENSG00000265158,LRRC37A7P,"leucine rich repeat containing 37, member A7, pseudogene "
ENSG00000233783,AP001442.2,""
ENSG00000263772,RP11-549B18.3,""
ENSG00000237152,DLEU7-AS1,"DLEU7 antisense RNA 1 "
ENSG00000251972,RNU6-123P,"RNA, U6 small nuclear 123, pseudogene "
ENSG00000263924,RP11-210K20.2,""
ENSG00000200711,RNA5SP28,"RNA, 5S ribosomal pseudogene 28 "
ENSG00000224541,AP001439.2,""
ENSG00000270518,RP11-210K20.3,""
ENSG00000270879,RP11-210K20.4,""
ENSG00000273492,AP000230.1,""
ENSG00000222320,RNU6-1050P,"RNA, U6 small nuclear 1050, pseudogene "
ENSG00000233672,RNASEH2B-AS1,"RNASEH2B antisense RNA 1 "
ENSG00000263823,RP11-326K13.4,""
ENSG00000206802,RNU6-926P,"RNA, U6 small nuclear 926, pseudogene "
ENSG00000265273,PGDP1,"phosphogluconate dehydrogenase pseudogene 1 "
ENSG00000229025,AP001595.1,""
ENSG00000266105,RP11-326K13.2,""
ENSG00000232692,AP001596.6,""
ENSG00000263917,RP11-53I6.2,""
ENSG00000265063,AC009831.1,""
ENSG00000214917,RP11-53I6.1,""
ENSG00000265008,RP11-53I6.3,""
ENSG00000238982,snoU13,"Small nucleolar RNA U13 "
ENSG00000262917,POLG2,"polymerase (DNA directed), gamma 2, accessory subunit "
ENSG00000263393,RP11-53I6.4,""
ENSG00000199373,RNA5SP453,"RNA, 5S ribosomal pseudogene 453 "
ENSG00000265279,RP11-53I6.5,""
ENSG00000263904,RP11-344B2.3,""
ENSG00000222395,Y_RNA,"Y RNA "
ENSG00000264982,RP11-344B2.2,""
ENSG00000215492,HNRNPA1P7,"heterogeneous nuclear ribonucleoprotein A1 pseudogene 7 "
ENSG00000260389,WBP11P1,"WW domain binding protein 11 pseudogene 1 "
ENSG00000104129,DNAJC17,"DnaJ (Hsp40) homolog, subfamily C, member 17 "
ENSG00000221621,AC009835.1,""
ENSG00000177150,FAM210A,"family with sequence similarity 210, member A "
ENSG00000263688,RP11-386P4.1,""
ENSG00000123201,GUCY1B2,"guanylate cyclase 1, soluble, beta 2 (pseudogene) "
ENSG00000155313,USP25,"ubiquitin specific peptidase 25 "
ENSG00000197934,AP001597.1,""
ENSG00000273115,KB-1466C5.1,""
ENSG00000223563,AP001601.2,""
ENSG00000266133,MIR4759,"microRNA 4759 "
ENSG00000215326,GPX1P2,"glutathione peroxidase pseudogene 2 "
ENSG00000231236,AP001604.3,""
ENSG00000236332,AP001605.4,""
ENSG00000222920,RNA5SP29,"RNA, 5S ribosomal pseudogene 29 "
ENSG00000226792,LINC00371,"long intergenic non-protein coding RNA 371 "
ENSG00000214878,RPL5P31,"ribosomal protein L5 pseudogene 31 "
ENSG00000271242,SLMO2P2,"slowmo homolog 2 (Drosophila) pseudogene 2 "
ENSG00000263077,DDX5,"DEAD (Asp-Glu-Ala-Asp) box helicase 5 "
ENSG00000266072,MIR5693,"microRNA 5693 "
ENSG00000269965,RP11-24B19.4,""
ENSG00000270101,RP11-24B19.3,""
ENSG00000101638,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 "
ENSG00000236778,INTS6-AS1,"INTS6 antisense RNA 1 "
ENSG00000232560,C21orf37,"chromosome 21 open reading frame 37 "
ENSG00000265146,MIR4752,"microRNA 4752 "
ENSG00000262931,U6,"U6 spliceosomal RNA "
ENSG00000224892,RPS4XP16,"ribosomal protein S4X pseudogene 16 "
ENSG00000243900,RN7SL320P,"RNA, 7SL, cytoplasmic 320, pseudogene "
ENSG00000229906,SNRPGP11,"small nuclear ribonucleoprotein polypeptide G pseudogene 11 "
ENSG00000266611,MIR4703,"microRNA 4703 "
ENSG00000263046,CEP95,"centrosomal protein 95kDa "
ENSG00000252141,RNU6-65P,"RNA, U6 small nuclear 65, pseudogene "
ENSG00000206920,RNY1P6,"RNA, Ro-associated Y1 pseudogene 6 "
ENSG00000242893,RN7SL413P,"RNA, 7SL, cytoplasmic 413, pseudogene "
ENSG00000224451,ATP5F1P1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 1 "
