"ENSG00000215405","NM_001145004","GOLGA6L6"
"ENSG00000184508","NM_198527","HDDC3"
"ENSG00000165480","NM_145061","SKA3"
"ENSG00000156282","NM_012131","CLDN17"
"ENSG00000124209","NM_020673","RAB22A"
"ENSG00000173141","NM_024026","MRP63"
"ENSG00000106688","NM_004170","SLC1A1"
"ENSG00000157734","NM_024798","SNX22"
"ENSG00000156284","NM_199328","CLDN8"
"ENSG00000185015","NM_198584","CA13"
"ENSG00000188694","NM_001085455","KRTAP24-1"
"ENSG00000254093","NM_017884","PINX1"
"ENSG00000232263","NM_001128598","KRTAP25-1"
"ENSG00000254093","NM_001284356","PINX1"
"ENSG00000197683","NM_203405","KRTAP26-1"
"ENSG00000101773","NM_002894","RBBP8"
"ENSG00000206107","NM_001077711","KRTAP27-1"
"ENSG00000101773","NM_203291","RBBP8"
"ENSG00000186980","NM_181624","KRTAP23-1"
"ENSG00000101773","NM_203292","RBBP8"
"ENSG00000166965","NM_033544","RCCD1"
"ENSG00000166965","NM_001017919","RCCD1"
"ENSG00000165219","NM_015635","GAPVD1"
"ENSG00000182816","NM_181621","KRTAP13-2"
"ENSG00000138600","NM_032802","SPPL2A"
"ENSG00000166794","NM_000942","PPIB"
"ENSG00000198390","NM_181599","KRTAP13-1"
"ENSG00000240432","NM_181622","KRTAP13-3"
"ENSG00000167702","NM_145754","KIFC2"
"ENSG00000165219","NM_001282680","GAPVD1"
"ENSG00000186971","NM_181600","KRTAP13-4"
"ENSG00000165219","NM_001282681","GAPVD1"
"ENSG00000171044","NM_173683","XKR6"
"ENSG00000145391","NM_030648","SETD7"
"ENSG00000186970","NM_181623","KRTAP15-1"
"ENSG00000184351","NM_181607","KRTAP19-1"
"ENSG00000186965","NM_181608","KRTAP19-2"
"ENSG00000170006","NM_152680","TMEM154"
"ENSG00000165219","NM_001282679","GAPVD1"
"ENSG00000244025","NM_181609","KRTAP19-3"
"ENSG00000186967","NM_181610","KRTAP19-4"
"ENSG00000186977","NM_181611","KRTAP19-5"
"ENSG00000186925","NM_181612","KRTAP19-6"
"ENSG00000244362","NM_181614","KRTAP19-7"
"ENSG00000147548","NM_023034","WHSC1L1"
"ENSG00000124164","NM_004738","VAPB"
"ENSG00000206106","NM_001164434","KRTAP22-2"
"ENSG00000102057","NM_004979","KCND1"
"ENSG00000124164","NM_001195677","VAPB"
"ENSG00000212938","NM_181605","KRTAP6-3"
"ENSG00000169989","NM_145720","TIGD4"
"ENSG00000180776","NM_153251","ZDHHC20"
"ENSG00000186930","NM_181604","KRTAP6-2"
"ENSG00000180776","NM_001286638","ZDHHC20"
"ENSG00000186924","NM_181620","KRTAP22-1"
"ENSG00000147548","NM_017778","WHSC1L1"
"ENSG00000184724","NM_181602","KRTAP6-1"
"ENSG00000101181","NM_015666","MTG2"
"ENSG00000244624","NM_181615","KRTAP20-1"
"ENSG00000103932","NM_015540","RPAP1"
"ENSG00000184032","NM_181616","KRTAP20-2"
"ENSG00000206104","NM_001128077","KRTAP20-3"
"ENSG00000231068","NM_001164435","KRTAP21-3"
"ENSG00000187026","NM_181617","KRTAP21-2"
"ENSG00000187005","NM_181619","KRTAP21-1"
"ENSG00000183640","NM_175857","KRTAP8-1"
"ENSG00000106686","NM_001039395","SPATA6L"
"ENSG00000182591","NM_175858","KRTAP11-1"
"ENSG00000206190","NM_024490","ATP10A"
"ENSG00000206102","NM_001099219","KRTAP19-8"
"ENSG00000088836","NM_032034","SLC4A11"
"ENSG00000088836","NM_001174090","SLC4A11"
"ENSG00000104643","NM_015458","MTMR9"
"ENSG00000165487","NM_152726","MICU2"
"ENSG00000151615","NM_004575","POU4F2"
"ENSG00000099991","NM_012295","CABIN1"
"ENSG00000099991","NM_001201429","CABIN1"
"ENSG00000088836","NM_001174089","SLC4A11"
"ENSG00000099991","NM_001199281","CABIN1"
"ENSG00000205808","NM_203453","PPAPDC2"
"ENSG00000164144","NM_001287431","ARFIP1"
"ENSG00000164113","NM_139243","ADAD1"
"ENSG00000198768","NM_153360","APCDD1L"
"ENSG00000164113","NM_001159285","ADAD1"
"ENSG00000164144","NM_014447","ARFIP1"
"ENSG00000164113","NM_001159295","ADAD1"
"ENSG00000102678","NM_002010","FGF9"
"ENSG00000085871","NM_002413","MGST2"
"ENSG00000085871","NM_001204366","MGST2"
"ENSG00000085871","NM_001204368","MGST2"
"ENSG00000167315","NM_006111","ACAA2"
"ENSG00000183090","NM_001168235","FREM3"
"ENSG00000198901","NM_003981","PRC1"
"ENSG00000164144","NM_001025593","ARFIP1"
"ENSG00000164144","NM_001025595","ARFIP1"
"ENSG00000182378","NM_018390","PLCXD1"
"ENSG00000106993","NM_017913","CDC37L1"
"ENSG00000099994","NM_019601","SUSD2"
"ENSG00000198901","NM_001267580","PRC1"
"ENSG00000125354","NM_145802","SEPT6"
"ENSG00000125354","NM_145800","SEPT6"
"ENSG00000125354","NM_015129","SEPT6"
"ENSG00000102683","NM_000231","SGCG"
"ENSG00000101180","NM_007232","HRH3"
"ENSG00000178605","NM_012227","GTPBP6"
"ENSG00000125354","NM_145799","SEPT6"
"ENSG00000198901","NM_199413","PRC1"
"ENSG00000169118","NM_022048","CSNK1G1"
"ENSG00000169744","NM_001130834","LDB2"
"ENSG00000147853","NM_016282","AK3"
"ENSG00000145348","NM_033115","TBCK"
"ENSG00000196782","NM_018717","MAML3"
"ENSG00000169744","NM_001290","LDB2"
"ENSG00000145348","NM_001163437","TBCK"
"ENSG00000160973","NM_003923","FOXH1"
"ENSG00000147853","NM_001199853","AK3"
"ENSG00000147853","NM_001199855","AK3"
"ENSG00000147853","NM_001199856","AK3"
"ENSG00000147853","NM_001199852","AK3"
"ENSG00000197465","NM_198682","GYPE"
"ENSG00000081014","NM_001252127","AP4E1"
"ENSG00000081014","NM_007347","AP4E1"
"ENSG00000197465","NM_002102","GYPE"
"ENSG00000073067","NM_017781","CYP2W1"
"ENSG00000137473","NM_031956","TTC29"
"ENSG00000145348","NM_001163435","TBCK"
"ENSG00000156299","NM_003253","TIAM1"
"ENSG00000119487","NM_001006619","MAPKAP1"
"ENSG00000183578","NM_207381","TNFAIP8L3"
"ENSG00000167393","NM_013239","PPP2R3B"
"ENSG00000120251","NM_001083620","GRIA2"
"ENSG00000166206","NM_000814","GABRB3"
"ENSG00000166206","NM_001278631","GABRB3"
"ENSG00000119487","NM_024117","MAPKAP1"
"ENSG00000145348","NM_001163436","TBCK"
"ENSG00000166206","NM_021912","GABRB3"
"ENSG00000120251","NM_000826","GRIA2"
"ENSG00000166206","NM_001191321","GABRB3"
"ENSG00000119487","NM_001006620","MAPKAP1"
"ENSG00000166803","NM_014736","KIAA0101"
"ENSG00000137460","NM_033393","FHDC1"
"ENSG00000146540","NM_001134395","C7orf50"
"ENSG00000146540","NM_032350","C7orf50"
"ENSG00000166206","NM_001191320","GABRB3"
"ENSG00000166803","NM_001029989","KIAA0101"
"ENSG00000142168","NM_000454","SOD1"
"ENSG00000120251","NM_001083619","GRIA2"
"ENSG00000119487","NM_001006618","MAPKAP1"
"ENSG00000146540","NM_001134396","C7orf50"
"ENSG00000167306","NM_001080467","MYO5B"
"ENSG00000153130","NM_032547","SCOC"
"ENSG00000099998","NM_001099782","GGT5"
"ENSG00000185960","NM_006883","SHOX"
"ENSG00000119487","NM_001006617","MAPKAP1"
"ENSG00000153130","NM_001153446","SCOC"
"ENSG00000153130","NM_001153635","SCOC"
"ENSG00000119487","NM_001006621","MAPKAP1"
"ENSG00000185960","NM_000451","SHOX"
"ENSG00000099998","NM_001099781","GGT5"
"ENSG00000099998","NM_004121","GGT5"
"ENSG00000140006","NM_001258272","WDR89"
"ENSG00000140006","NM_001008726","WDR89"
"ENSG00000140006","NM_080666","WDR89"
"ENSG00000179934","NM_005201","CCR8"
"ENSG00000151835","NM_001278055","SACS"
"ENSG00000153130","NM_001153552","SCOC"
"ENSG00000153130","NM_001153690","SCOC"
"ENSG00000120158","NM_005772","RCL1"
"ENSG00000153130","NM_001153484","SCOC"
"ENSG00000153130","NM_001153663","SCOC"
"ENSG00000164849","NM_138445","GPR146"
"ENSG00000126821","NM_030791","SGPP1"
"ENSG00000153130","NM_001153585","SCOC"
"ENSG00000205755","NM_022148","CRLF2"
"ENSG00000151835","NM_014363","SACS"
"ENSG00000250361","NM_002100","GYPB"
"ENSG00000144659","NM_017875","SLC25A38"
"ENSG00000068400","NM_020137","GRIPAP1"
"ENSG00000109654","NM_001130067","TRIM2"
"ENSG00000124222","NM_001134773","STX16"
"ENSG00000068400","NM_207672","GRIPAP1"
"ENSG00000184056","NM_018668","VPS33B"
"ENSG00000130703","NM_014835","OSBPL2"
"ENSG00000109654","NM_015271","TRIM2"
"ENSG00000160972","NM_032902","PPP1R16A"
"ENSG00000130703","NM_144498","OSBPL2"
"ENSG00000124222","NM_001204868","STX16"
"ENSG00000124222","NM_001001433","STX16"
"ENSG00000164125","NM_001128424","FAM198B"
"ENSG00000177710","NM_054028","SLC35G5"
"ENSG00000177710","NM_001282300","SLC35G5"
"ENSG00000164125","NM_016613","FAM198B"
"ENSG00000134508","NM_001256438","CABLES1"
"ENSG00000168028","NM_001012321","RPSA"
"ENSG00000168028","NM_002295","RPSA"
"ENSG00000164125","NM_001031700","FAM198B"
"ENSG00000259919","NM_001122636","GALNT9"
"ENSG00000130703","NM_001278649","OSBPL2"
"ENSG00000124222","NM_001134772","STX16"
"ENSG00000124222","NM_003763","STX16"
"ENSG00000132164","NM_014229","SLC6A11"
"ENSG00000134508","NM_001100619","CABLES1"
"ENSG00000088854","NM_001009984","C20orf194"
"ENSG00000134508","NM_138375","CABLES1"
"ENSG00000127863","NM_148957","TNFRSF19"
"ENSG00000109471","NM_000586","IL2"
"ENSG00000127863","NM_018647","TNFRSF19"
"ENSG00000127863","NM_001204458","TNFRSF19"
"ENSG00000127863","NM_001204459","TNFRSF19"
"ENSG00000154319","NM_053279","FAM167A"
"ENSG00000100014","NM_015330","SPECC1L"
"ENSG00000100014","NM_001254733","SPECC1L"
"ENSG00000164850","NM_001505","GPER1"
"ENSG00000151617","NM_001256283","EDNRA"
"ENSG00000164850","NM_001098201","GPER1"
"ENSG00000122547","NM_030636","EEPD1"
"ENSG00000164850","NM_001039966","GPER1"
"ENSG00000100014","NM_001145468","SPECC1L"
"ENSG00000100014","NM_001254732","SPECC1L"
"ENSG00000151617","NM_001957","EDNRA"
"ENSG00000100982","NM_022104","PCIF1"
"ENSG00000147099","NM_018486","HDAC8"
"ENSG00000133742","NM_001128830","CA1"
"ENSG00000133742","NM_001128831","CA1"
"ENSG00000133742","NM_001128829","CA1"
"ENSG00000151617","NM_001166055","EDNRA"
"ENSG00000147099","NM_001166419","HDAC8"
"ENSG00000167081","NM_006195","PBX3"
"ENSG00000156304","NM_020706","SCAF4"
"ENSG00000121211","NM_032117","MND1"
"ENSG00000121211","NM_001253861","MND1"
"ENSG00000156304","NM_001145445","SCAF4"
"ENSG00000147099","NM_001166448","HDAC8"
"ENSG00000156304","NM_001145444","SCAF4"
"ENSG00000138684","NM_021803","IL21"
"ENSG00000138684","NM_001207006","IL21"
"ENSG00000137869","NM_000103","CYP19A1"
"ENSG00000137869","NM_031226","CYP19A1"
"ENSG00000178381","NM_182491","ZFAND2A"
"ENSG00000147099","NM_001166422","HDAC8"
"ENSG00000167081","NM_001134778","PBX3"
"ENSG00000103671","NM_016213","TRIP4"
"ENSG00000147099","NM_001166420","HDAC8"
"ENSG00000133742","NM_001738","CA1"
"ENSG00000027001","NM_005932","MIPEP"
"ENSG00000133742","NM_001164830","CA1"
"ENSG00000147099","NM_001166418","HDAC8"
"ENSG00000128271","NM_001278499","ADORA2A"
"ENSG00000128271","NM_000675","ADORA2A"
"ENSG00000128271","NM_001278497","ADORA2A"
"ENSG00000128271","NM_001278498","ADORA2A"
"ENSG00000128271","NM_001278500","ADORA2A"
"ENSG00000136573","NM_001715","BLK"
"ENSG00000096968","NM_004972","JAK2"
"ENSG00000153132","NM_004362","CLGN"
"ENSG00000181004","NM_152618","BBS12"
"ENSG00000142149","NM_014586","HUNK"
"ENSG00000153132","NM_001130675","CLGN"
"ENSG00000181004","NM_001178007","BBS12"
"ENSG00000092445","NM_006293","TYRO3"
"ENSG00000205863","NM_001007537","C1QTNF9B"
"ENSG00000120210","NM_007179","INSL6"
"ENSG00000120211","NM_002195","INSL4"
"ENSG00000180357","NM_015042","ZNF609"
"ENSG00000138685","NM_002006","FGF2"
"ENSG00000159055","NM_018944","MIS18A"
"ENSG00000157103","NM_003042","SLC6A1"
"ENSG00000164124","NM_018342","TMEM144"
"ENSG00000107014","NM_134441","RLN2"
"ENSG00000004660","NM_172206","CAMKK1"
"ENSG00000107014","NM_005059","RLN2"
"ENSG00000100024","NM_016327","UPB1"
"ENSG00000004660","NM_032294","CAMKK1"
"ENSG00000172361","NM_145020","CCDC11"
"ENSG00000186417","NM_181789","GLDN"
"ENSG00000004660","NM_172207","CAMKK1"
"ENSG00000107018","NM_006911","RLN1"
"ENSG00000170262","NM_178817","MRAP"
"ENSG00000151552","NM_000320","QDPR"
"ENSG00000164853","NM_001080461","UNCX"
"ENSG00000196814","NM_033446","MVB12B"
"ENSG00000136574","NM_002052","GATA4"
"ENSG00000170262","NM_206898","MRAP"
"ENSG00000198223","NM_172245","CSF2RA"
"ENSG00000198223","NM_006140","CSF2RA"
"ENSG00000205693","NM_001146221","MANSC4"
"ENSG00000130706","NM_175573","ADRM1"
"ENSG00000130706","NM_001281438","ADRM1"
"ENSG00000130706","NM_007002","ADRM1"
"ENSG00000130706","NM_001281437","ADRM1"
"ENSG00000196814","NM_001011703","MVB12B"
"ENSG00000198026","NM_022095","ZNF335"
"ENSG00000198062","NM_001136213","POTEH"
"ENSG00000107020","NM_018465","PLGRKT"
"ENSG00000198223","NM_001161531","CSF2RA"
"ENSG00000198223","NM_172249","CSF2RA"
"ENSG00000170004","NM_001005271","CHD3"
"ENSG00000198223","NM_172246","CSF2RA"
"ENSG00000170004","NM_005852","CHD3"
"ENSG00000170004","NM_001005273","CHD3"
"ENSG00000108700","NM_005623","CCL8"
"ENSG00000167701","NM_005309","GPT"
"ENSG00000197037","NM_145115","ZSCAN25"
"ENSG00000164168","NM_018241","TMEM184C"
"ENSG00000138867","NM_001284251","GUCD1"
"ENSG00000198223","NM_172247","CSF2RA"
"ENSG00000215440","NM_001204872","NPEPL1"
"ENSG00000138867","NM_031444","GUCD1"
"ENSG00000138867","NM_001284254","GUCD1"
"ENSG00000205301","NM_001277353","RP11-542P2.1"
"ENSG00000215440","NM_001204873","NPEPL1"
"ENSG00000198223","NM_001161529","CSF2RA"
"ENSG00000138867","NM_001284252","GUCD1"
"ENSG00000215440","NM_024663","NPEPL1"
"ENSG00000198223","NM_001161530","CSF2RA"
"ENSG00000120217","NM_014143","CD274"
"ENSG00000134490","NM_032933","TMEM241"
"ENSG00000198223","NM_001161532","CSF2RA"
"ENSG00000182957","NM_001286792","SPATA13"
"ENSG00000120217","NM_001267706","CD274"
"ENSG00000130538","NM_001005239","OR11H1"
"ENSG00000182957","NM_153023","SPATA13"
"ENSG00000163793","NM_173650","DNAJC5G"
"ENSG00000198445","NM_014406","CCT8L2"
"ENSG00000182957","NM_001286795","SPATA13"
"ENSG00000165046","NM_001286821","LETM2"
"ENSG00000136944","NM_001174146","LMX1B"
"ENSG00000136944","NM_001174147","LMX1B"
"ENSG00000136944","NM_002316","LMX1B"
"ENSG00000170917","NM_007083","NUDT6"
"ENSG00000100028","NM_001278656","SNRPD3"
"ENSG00000100028","NM_004175","SNRPD3"
"ENSG00000172967","NM_175878","XKR3"
"ENSG00000170917","NM_198041","NUDT6"
"ENSG00000142207","NM_014825","URB1"
"ENSG00000129055","NM_001242374","ANAPC13"
"ENSG00000182957","NM_001166271","SPATA13"
"ENSG00000182957","NM_001286793","SPATA13"
"ENSG00000182957","NM_001286794","SPATA13"
"ENSG00000129055","NM_015391","ANAPC13"
"ENSG00000129055","NM_001242375","ANAPC13"
"ENSG00000197646","NM_025239","PDCD1LG2"
"ENSG00000185518","NM_001167580","SV2B"
"ENSG00000154328","NM_001135746","NEIL2"
"ENSG00000006459","NM_030647","KDM7A"
"ENSG00000182077","NM_001034842","PTCHD3"
"ENSG00000240654","NM_178540","C1QTNF9"
"ENSG00000179468","NM_001001658","OR9A2"
"ENSG00000119715","NM_004452","ESRRB"
"ENSG00000185518","NM_014848","SV2B"
"ENSG00000163655","NM_003875","GMPS"
"ENSG00000110958","NM_006601","PTGES3"
"ENSG00000225781","NM_001001667","OR6V1"
"ENSG00000056291","NM_004885","NPFFR2"
"ENSG00000154328","NM_001135747","NEIL2"
"ENSG00000169155","NM_014007","ZBTB43"
"ENSG00000215568","NM_001037814","GAB4"
"ENSG00000185291","NM_002183","IL3RA"
"ENSG00000185291","NM_001267713","IL3RA"
"ENSG00000121210","NM_015196","KIAA0922"
"ENSG00000165046","NM_144652","LETM2"
"ENSG00000173401","NM_152779","GLIPR1L1"
"ENSG00000164877","NM_182924","MICALL2"
"ENSG00000169155","NM_001135776","ZBTB43"
"ENSG00000154328","NM_001135748","NEIL2"
"ENSG00000110958","NM_001282602","PTGES3"
"ENSG00000087448","NM_020782","KLHL42"
"ENSG00000056291","NM_001144756","NPFFR2"
"ENSG00000110958","NM_001282603","PTGES3"
"ENSG00000121210","NM_001131007","KIAA0922"
"ENSG00000165046","NM_001199659","LETM2"
"ENSG00000165046","NM_001286819","LETM2"
"ENSG00000154328","NM_145043","NEIL2"
"ENSG00000110958","NM_001282601","PTGES3"
"ENSG00000056291","NM_053036","NPFFR2"
"ENSG00000177125","NM_001099270","ZBTB34"
"ENSG00000159763","NM_002652","PIP"
"ENSG00000165959","NM_024734","CLMN"
"ENSG00000181374","NM_005408","CCL13"
"ENSG00000166225","NM_001278357","FRS2"
"ENSG00000179387","NM_153702","ELMOD2"
"ENSG00000184361","NM_152343","SPATA32"
"ENSG00000165046","NM_001286787","LETM2"
"ENSG00000165046","NM_001199660","LETM2"
"ENSG00000088812","NM_139321","ATRN"
"ENSG00000166225","NM_001278353","FRS2"
"ENSG00000166225","NM_001278356","FRS2"
"ENSG00000166225","NM_006654","FRS2"
"ENSG00000166225","NM_001278351","FRS2"
"ENSG00000088812","NM_139322","ATRN"
"ENSG00000088812","NM_001207047","ATRN"
"ENSG00000166225","NM_001278355","FRS2"
"ENSG00000166225","NM_001042555","FRS2"
"ENSG00000166225","NM_001278354","FRS2"
"ENSG00000196639","NM_001098212","HRH1"
"ENSG00000196639","NM_001098213","HRH1"
"ENSG00000034533","NM_014065","ASTE1"
"ENSG00000164879","NM_005181","CA3"
"ENSG00000164169","NM_138364","PRMT10"
"ENSG00000196639","NM_000861","HRH1"
"ENSG00000196639","NM_001098211","HRH1"
"ENSG00000236398","NM_176881","TAS2R39"
"ENSG00000249581","NM_001079827","CLRN2"
"ENSG00000114405","NM_020685","C3orf14"
"ENSG00000127399","NM_023942","LRRC61"
"ENSG00000128802","NM_016204","GDF2"
"ENSG00000166979","NM_058187","EVA1C"
"ENSG00000179674","NM_025047","ARL14"
"ENSG00000127399","NM_001142928","LRRC61"
"ENSG00000112304","NM_018473","ACOT13"
"ENSG00000163728","NM_133462","TTC14"
"ENSG00000169100","NM_001636","SLC25A6"
"ENSG00000107623","NM_004962","GDF10"
"ENSG00000112304","NM_001160094","ACOT13"
"ENSG00000163728","NM_001042601","TTC14"
"ENSG00000159199","NM_001002027","ATP5G1"
"ENSG00000176463","NM_013272","SLCO3A1"
"ENSG00000186297","NM_000810","GABRA5"
"ENSG00000188707","NM_138434","ZBED6CL"
"ENSG00000163728","NM_001288582","TTC14"
"ENSG00000172421","NM_001144933","EFCAB3"
"ENSG00000166979","NM_001286556","EVA1C"
"ENSG00000172421","NM_173503","EFCAB3"
"ENSG00000163590","NM_139245","PPM1L"
"ENSG00000183770","NM_023067","FOXL2"
"ENSG00000145375","NM_145207","SPATA5"
"ENSG00000159199","NM_005175","ATP5G1"
"ENSG00000135519","NM_012284","KCNH3"
"ENSG00000176463","NM_001145044","SLCO3A1"
"ENSG00000068323","NM_006521","TFE3"
"ENSG00000186297","NM_001165037","GABRA5"
"ENSG00000214643","NM_001166478","DEFB133"
"ENSG00000087494","NM_198964","PTHLH"
"ENSG00000136697","NM_173161","IL1F10"
"ENSG00000104267","NM_000067","CA2"
"ENSG00000180304","NM_002537","OAZ2"
"ENSG00000136697","NM_032556","IL1F10"
"ENSG00000087494","NM_198965","PTHLH"
"ENSG00000184992","NM_080626","BRI3BP"
"ENSG00000174099","NM_198080","MSRB3"
"ENSG00000087494","NM_002820","PTHLH"
"ENSG00000170180","NM_002099","GYPA"
"ENSG00000177684","NM_001037499","DEFB114"
"ENSG00000240764","NM_018929","PCDHGC5"
"ENSG00000240764","NM_032403","PCDHGC5"
"ENSG00000240764","NM_032407","PCDHGC5"
"ENSG00000174099","NM_001193460","MSRB3"
"ENSG00000174099","NM_001031679","MSRB3"
"ENSG00000106538","NM_002889","RARRES2"
"ENSG00000242220","NM_144659","TCP10L"
"ENSG00000152766","NM_144590","ANKRD22"
"ENSG00000204335","NM_001003845","SP5"
"ENSG00000165097","NM_153042","KDM1B"
"ENSG00000174099","NM_001193461","MSRB3"
"ENSG00000153266","NM_018008","FEZF2"
"ENSG00000166831","NM_194272","RBPMS2"
"ENSG00000144026","NM_032788","ZNF514"
"ENSG00000109424","NM_021833","UCP1"
"ENSG00000206262","NM_001040061","C3orf72"
"ENSG00000177663","NM_014339","IL17RA"
"ENSG00000107816","NM_032429","LZTS2"
"ENSG00000206260","NM_001134659","PRR23A"
"ENSG00000167100","NM_001257359","SAMD14"
"ENSG00000135919","NM_001136528","SERPINE2"
"ENSG00000135919","NM_006216","SERPINE2"
"ENSG00000107036","NM_001135920","KIAA1432"
"ENSG00000213639","NM_002709","PPP1CB"
"ENSG00000102699","NM_006437","PARP4"
"ENSG00000108819","NM_032595","PPP1R9B"
"ENSG00000213639","NM_206876","PPP1CB"
"ENSG00000167100","NM_174920","SAMD14"
"ENSG00000092108","NM_016106","SCFD1"
"ENSG00000135919","NM_001136530","SERPINE2"
"ENSG00000112667","NM_006443","DNPH1"
"ENSG00000169093","NM_004192","ASMTL"
"ENSG00000095564","NM_003972","BTAF1"
"ENSG00000167700","NM_138431","MFSD3"
"ENSG00000099246","NM_001256410","RAB18"
"ENSG00000099246","NM_021252","RAB18"
"ENSG00000099246","NM_001256415","RAB18"
"ENSG00000169093","NM_001173474","ASMTL"
"ENSG00000183307","NM_001163079","CECR6"
"ENSG00000183307","NM_031890","CECR6"
"ENSG00000124562","NM_003093","SNRPC"
"ENSG00000002549","NM_015907","LAP3"
"ENSG00000112667","NM_199184","DNPH1"
"ENSG00000107036","NM_001206557","KIAA1432"
"ENSG00000107036","NM_020829","KIAA1432"
"ENSG00000108702","NM_002981","CCL1"
"ENSG00000240053","NM_021221","LY6G5B"
"ENSG00000164209","NM_138773","SLC25A46"
"ENSG00000156140","NM_014243","ADAMTS3"
"ENSG00000137462","NM_003264","TLR2"
"ENSG00000197322","NM_207454","C17orf102"
"ENSG00000198879","NM_001018039","SFMBT2"
"ENSG00000182256","NM_033223","GABRG3"
"ENSG00000169093","NM_001173473","ASMTL"
"ENSG00000182256","NM_001270873","GABRG3"
"ENSG00000182923","NM_001042383","CEP63"
"ENSG00000130522","NM_005354","JUND"
"ENSG00000130522","NM_001286968","JUND"
"ENSG00000130702","NM_005560","LAMA5"
"ENSG00000211450","NM_170746","C11orf31"
"ENSG00000198879","NM_001029880","SFMBT2"
"ENSG00000182923","NM_001042384","CEP63"
"ENSG00000186074","NM_139018","CD300LF"
"ENSG00000163064","NM_001426","EN1"
"ENSG00000175348","NM_001286094","TMEM9B"
"ENSG00000182162","NM_178129","P2RY8"
"ENSG00000181291","NM_207313","TMEM132E"
"ENSG00000182923","NM_001042400","CEP63"
"ENSG00000089127","NM_016816","OAS1"
"ENSG00000138134","NM_020799","STAMBPL1"
"ENSG00000100985","NM_004994","MMP9"
"ENSG00000099246","NM_001256412","RAB18"
"ENSG00000196954","NM_001225","CASP4"
"ENSG00000180316","NM_001145716","PNPLA1"
"ENSG00000180316","NM_173676","PNPLA1"
"ENSG00000174083","NM_001010855","PIK3R6"
"ENSG00000173338","NM_033348","KCNK7"
"ENSG00000181649","NM_003311","PHLDA2"
"ENSG00000255974","NM_000762","CYP2A6"
"ENSG00000180638","NM_152908","SLC47A2"
"ENSG00000089127","NM_001032409","OAS1"
"ENSG00000182923","NM_025180","CEP63"
"ENSG00000196954","NM_033306","CASP4"
"ENSG00000118514","NM_022568","ALDH8A1"
"ENSG00000169255","NM_003781","B3GALNT1"
"ENSG00000169255","NM_033169","B3GALNT1"
"ENSG00000145428","NM_173662","RNF175"
"ENSG00000173338","NM_005714","KCNK7"
"ENSG00000173338","NM_033455","KCNK7"
"ENSG00000175348","NM_020644","TMEM9B"
"ENSG00000092108","NM_001283032","SCFD1"
"ENSG00000180316","NM_001145717","PNPLA1"
