Ensembl_gene_id	Omim_gene_description
ENSG00000054598	Anterior segment dysgenesis 3, multiple subtypes, 601631 (3), Autosomal dominant; Axenfeld-Rieger syndrome, type 3, 602482 (3), Autosomal dominant
ENSG00000054654	Emery-Dreifuss muscular dystrophy 5, autosomal dominant, 612999 (3), Autosomal dominant
ENSG00000054983	Krabbe disease, 245200 (3), Autosomal recessive
ENSG00000055118	Long QT syndrome 2, 613688 (3), Autosomal dominant; {Long QT syndrome 2, acquired, susceptibility to}, 613688 (3), Autosomal dominant; Short QT syndrome 1, 609620 (3)
ENSG00000055163	Epileptic encephalopathy, early infantile, 65, 618008 (3), Autosomal dominant
ENSG00000055208	Congenital heart defects, nonsyndromic, 2, 614980 (3), Autosomal dominant
ENSG00000055609	Kleefstra syndrome 2, 617768 (3), Autosomal dominant
ENSG00000055955	{Hypercholesterolemia, susceptibility to}, 143890 (3), Autosomal dominant
ENSG00000056972	?Candidiasis, familial, 8, 615527 (3), Autosomal recessive; {Psoriasis susceptibility 13}, 614070 (3)
ENSG00000057294	Arrhythmogenic right ventricular dysplasia 9, 609040 (3), Autosomal dominant
ENSG00000057593	Factor VII deficiency, 227500 (3), Autosomal recessive; {Myocardial infarction, decreased susceptibility to}, 608446 (3)
ENSG00000057663	?Spinocerebellar ataxia, autosomal recessive 25, 617584 (3), Autosomal recessive
ENSG00000058085	Epidermolysis bullosa, junctional, Herlitz type, 226700 (3), Autosomal recessive; Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive
ENSG00000058262	Hyperuricemic nephropathy, familial juvenile, 4, 617056 (3), Autosomal dominant
ENSG00000058404	Mental retardation, autosomal dominant 54, 617799 (3), Autosomal dominant
ENSG00000059377	Ghosal hematodiaphyseal syndrome, 231095 (3), Autosomal recessive; ?Thromboxane synthase deficiency, 614158 (1), Autosomal dominant
ENSG00000059573	Cutis laxa, autosomal dominant 3, 616603 (3), Autosomal dominant; Cutis laxa, autosomal recessive, type IIIA, 219150 (3), Autosomal recessive, Isolated cases; Spastic paraplegia 9A, autosomal dominant, 601162 (3), Autosomal dominant; Spastic paraplegia 9B, autosomal recessive, 616586 (3), Autosomal recessive
ENSG00000060069	Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3), Autosomal recessive
ENSG00000060237	Neuropathy, hereditary sensory and autonomic, type II, 201300 (3), Autosomal recessive; Pseudohypoaldosteronism, type IIC, 614492 (3), Autosomal dominant
ENSG00000060642	Hyperphosphatasia with mental retardation syndrome 1, 239300 (3), Autosomal recessive
ENSG00000060718	Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; {Lumbar disc herniation, susceptibility to}, 603932 (3); Marshall syndrome, 154780 (3), Autosomal dominant; Stickler syndrome, type II, 604841 (3), Autosomal dominant
ENSG00000060762	Mitochondrial pyruvate carrier deficiency, 614741 (3), Autosomal recessive
ENSG00000061337	Esophageal squamous cell carcinoma, 133239 (3), Autosomal dominant
ENSG00000061455	Patent ductus arteriosus 3, 617039 (3), Autosomal dominant
ENSG00000062038	Ectodermal dysplasia, ectrodactyly, and macular dystrophy, 225280 (3), Autosomal recessive; Hypotrichosis, congenital, with juvenile macular dystrophy, 601553 (3), Autosomal recessive
ENSG00000062598	Vascular malformation, primary intraosseous, 606893 (3), Autosomal recessive
ENSG00000062822	{Colorectal cancer, susceptibility to, 10}, 612591 (3), Autosomal dominant; Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome, 615381 (3), Autosomal dominant
ENSG00000064012	?Autoimmune lymphoproliferative syndrome, type IIB, 607271 (3), Autosomal recessive; {Breast cancer, protection against}, 114480 (3), Autosomal dominant; Hepatocellular carcinoma, somatic, 114550 (3); {Lung cancer, protection against}, 211980 (3), Autosomal recessive
ENSG00000064195	Amelogenesis imperfecta, type IV, 104510 (3), Autosomal dominant; Trichodontoosseous syndrome, 190320 (3), Autosomal dominant
ENSG00000064309	Holoprosencephaly 11, 614226 (3), Autosomal dominant, Isolated cases
ENSG00000064313	Mental retardation, autosomal recessive 40, 615599 (3), Autosomal recessive
ENSG00000064419	Muscular dystrophy, limb-girdle, autosomal dominant 2, 608423 (3), Autosomal dominant
ENSG00000064490	MHC class II deficiency, complementation group B, 209920 (3), Autosomal recessive
ENSG00000064601	Galactosialidosis, 256540 (3), Autosomal recessive
ENSG00000064687	{Alzheimer disease 9, susceptibility to}, 608907 (3), Autosomal dominant
ENSG00000064835	Pituitary hormone deficiency, combined, 1, 613038 (3), Autosomal recessive, Autosomal dominant
ENSG00000065000	?Hermansky-Pudlak syndrome 10, 617050 (3), Autosomal recessive
ENSG00000065057	Familial adenomatous polyposis 3, 616415 (3), Autosomal recessive
ENSG00000065135	Auriculocondylar syndrome 1, 602483 (3), Autosomal dominant
ENSG00000065154	Gyrate atrophy of choroid and retina with or without ornithinemia, 258870 (3), Autosomal recessive
ENSG00000065361	?Lethal congenital contractural syndrome 2, 607598 (3), Autosomal recessive
ENSG00000065427	?Charcot-Marie-Tooth disease, recessive intermediate, B, 613641 (3), Autosomal recessive; Deafness, autosomal recessive 89, 613916 (3), Autosomal recessive
ENSG00000065534	Aortic aneurysm, familial thoracic 7, 613780 (3), Autosomal dominant
ENSG00000065618	Epidermolysis bullosa, junctional, localisata variant, 226650 (3), Autosomal recessive; Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive; Epithelial recurrent erosion dystrophy, 122400 (3), Autosomal dominant
ENSG00000065883	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder, 617360 (3), Autosomal dominant
ENSG00000066084	Mental retardation, FRA12A type, 136630 (3), Autosomal dominant
ENSG00000066230	Diarrhea 8, secretory sodium, congenital, 616868 (3), Autosomal recessive
ENSG00000066279	Microcephaly 5, primary, autosomal recessive, 608716 (3), Autosomal recessive
ENSG00000066427	Machado-Joseph disease, 109150 (3), Autosomal dominant
ENSG00000066468	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis, 207410 (3), Autosomal dominant; Apert syndrome, 101200 (3), Autosomal dominant; Beare-Stevenson cutis gyrata syndrome, 123790 (3), Autosomal dominant; Bent bone dysplasia syndrome, 614592 (3), Autosomal dominant; Craniofacial-skeletal-dermatologic dysplasia, 101600 (3), Autosomal dominant; Craniosynostosis, nonspecific (3); Crouzon syndrome, 123500 (3), Autosomal dominant; Gastric cancer, somatic, 613659 (3); Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; LADD syndrome, 149730 (3), Autosomal dominant; Pfeiffer syndrome, 101600 (3), Autosomal dominant; Saethre-Chotzen syndrome, 101400 (3), Autosomal dominant; Scaphocephaly and Axenfeld-Rieger anomaly (3); Scaphocephaly, maxillary retrusion, and mental retardation, 609579 (3)
ENSG00000066629	Band heterotopia, 600348 (3), Autosomal recessive
ENSG00000066827	{Autoimmune thyroid disease, susceptibility to, 3}, 608175 (3)
ENSG00000066923	Premature ovarian failure 8, 615723 (3), Autosomal recessive
ENSG00000066926	Protoporphyria, erythropoietic, 1, 177000 (3), Autosomal recessive
ENSG00000067082	Gastric cancer, somatic, 613659 (3); Prostate cancer, somatic, 176807 (3)
ENSG00000067177	Muscle glycogenosis, 300559 (3), X-linked recessive
ENSG00000067182	{Multiple sclerosis, susceptibility to, 5}, 614810 (3); Periodic fever, familial, 142680 (3), Autosomal dominant
ENSG00000067704	?Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia, 616007 (3), Autosomal recessive
ENSG00000067836	Kohlschutter-Tonz syndrome, 226750 (3), Autosomal recessive
ENSG00000067842	?Spinocerebellar ataxia, X-linked 1, 302500 (3), X-linked recessive
ENSG00000067992	?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905 (3), X-linked dominant
ENSG00000068078	Achondroplasia, 100800 (3), Autosomal dominant; Bladder cancer, somatic, 109800 (3); CATSHL syndrome, 610474 (3), Autosomal recessive, Autosomal dominant; Cervical cancer, somatic, 603956 (3); Colorectal cancer, somatic, 114500 (3); Crouzon syndrome with acanthosis nigricans, 612247 (3), Autosomal dominant; Hypochondroplasia, 146000 (3), Autosomal dominant; LADD syndrome, 149730 (3), Autosomal dominant; Muenke syndrome, 602849 (3), Autosomal dominant; Nevus, epidermal, somatic, 162900 (3); SADDAN, 616482 (3), Autosomal dominant; Spermatocytic seminoma, somatic, 273300 (3); Thanatophoric dysplasia, type I, 187600 (3), Autosomal dominant; Thanatophoric dysplasia, type II, 187601 (3), Autosomal dominant
ENSG00000068120	Neurodegeneration with brain iron accumulation 6, 615643 (3), Autosomal recessive
ENSG00000068305	{Coronary artery disease, autosomal dominant, 1}, 608320 (3), Autosomal dominant
ENSG00000068323	Renal cell carcinoma, papillary, 1, 300854 (3)
ENSG00000068366	Mental retardation, X-linked 63, 300387 (3), X-linked dominant
ENSG00000068438	Mental retardation, X-linked 9/44, 309549 (3), X-linked recessive
ENSG00000068615	?Neuronopathy, distal hereditary motor, type VB, 614751 (3), Autosomal dominant; Spastic paraplegia 31, autosomal dominant, 610250 (3), Autosomal dominant
ENSG00000068654	Acrofacial dysostosis, Cincinnati type, 616462 (3), Autosomal dominant
ENSG00000068724	Gastrointestinal defects and immunodeficiency syndrome, 243150 (3), Autosomal recessive
ENSG00000068796	Cortical dysplasia, complex, with other brain malformations 3, 615411 (3), Autosomal dominant
ENSG00000068831	?Bleeding disorder, platelet-type, 18, 615888 (3), Autosomal recessive
ENSG00000068885	Short-rib thoracic dysplasia 2 with or without polydactyly, 611263 (3), Autosomal recessive
ENSG00000068976	McArdle disease, 232600 (3), Autosomal recessive
ENSG00000069011	Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly, 119800 (3), Autosomal dominant; Liebenberg syndrome, 186550 (4), Autosomal dominant
ENSG00000069329	{Parkinson disease 17}, 614203 (3), Autosomal dominant
ENSG00000069431	Atrial fibrillation, familial, 12, 614050 (3), Autosomal dominant; Cardiomyopathy, dilated, 1O, 608569 (3); Hypertrichotic osteochondrodysplasia, 239850 (3), Autosomal dominant
ENSG00000069482	?Epilepsy, familial temporal lobe, 8, 616461 (3), Autosomal dominant
ENSG00000069667	Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, 618060 (3), Autosomal dominant
ENSG00000069696	{Attention deficit-hyperactivity disorder}, 143465 (3), Autosomal dominant; Autonomic nervous system dysfunction (3); [Novelty seeking personality], 601696 (1), ?Autosomal dominant
ENSG00000069966	Intellectual developmental disorder with cardiac arrhythmia, 617173 (3), Autosomal recessive; Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, 617182 (3), Autosomal recessive
ENSG00000069974	Griscelli syndrome, type 2, 607624 (3), Autosomal recessive
ENSG00000070018	{Coronary artery disease, autosomal dominant, 2}, 610947 (3), Autosomal dominant; Tooth agenesis, selective, 7, 616724 (3), Autosomal dominant
ENSG00000070019	Diarrhea 6, 614616 (3), Autosomal dominant; Meconium ileus, 614665 (3), Autosomal recessive
ENSG00000070061	Dysautonomia, familial, 223900 (3), Autosomal recessive
ENSG00000070182	Anemia, neonatal hemolytic, fatal or near-fatal, 617948 (3); Elliptocytosis-3, 617948 (3); Spherocytosis, type 2, 616649 (3), Autosomal dominant
ENSG00000070193	Aplasia of lacrimal and salivary glands, 180920 (3), Autosomal dominant; LADD syndrome, 149730 (3), Autosomal dominant
ENSG00000070269	Structural heart defects and renal anomalies syndrome, 617478 (3), Autosomal recessive
ENSG00000070610	Spastic paraplegia 46, autosomal recessive, 614409 (3), Autosomal recessive
ENSG00000070614	Mental retardation, autosomal recessive 46, 616116 (3), Autosomal recessive
ENSG00000070669	Asparagine synthetase deficiency, 615574 (3), Autosomal recessive
ENSG00000070729	Retinitis pigmentosa 45, 613767 (3), Autosomal recessive
ENSG00000070748	Myasthenic syndrome, congenital, 6, presynaptic, 254210 (3), Autosomal recessive
ENSG00000070785	Leukoencephalopathy with vanishing white matter, 603896 (3), Autosomal recessive
ENSG00000070808	Mental retardation, autosomal dominant 53, 617798 (3), Autosomal dominant; ?Mental retardation, autosomal recessive 63, 618095 (3), Autosomal recessive
ENSG00000070814	Treacher Collins syndrome 1, 154500 (3), Autosomal dominant
ENSG00000070831	Takenouchi-Kosaki syndrome, 616737 (3), Autosomal dominant
ENSG00000070915	Gitelman syndrome, 263800 (3), Autosomal recessive
ENSG00000071539	Mosaic variegated aneuploidy syndrome 3, 617598 (3), Autosomal recessive
ENSG00000071553	Immunodeficiency 47, 300972 (3), X-linked recessive
ENSG00000071564	Agammaglobulinemia 8, autosomal dominant, 616941 (3), Autosomal dominant
ENSG00000072042	?Retinal dystrophy, juvenile cataracts, and short stature syndrome, 616108 (3), Autosomal recessive
ENSG00000072062	Cushing syndrome, ACTH-independent adrenal, somatic, 615830 (3)
ENSG00000072110	Bleeding disorder, platelet-type, 15, 615193 (3), Autosomal dominant
ENSG00000072121	Spastic paraplegia 15, autosomal recessive, 270700 (3), Autosomal recessive
ENSG00000072163	?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue, 616827 (3), Autosomal recessive
ENSG00000072195	Centronuclear myopathy 5, 615959 (3), Autosomal recessive
ENSG00000072210	Sjogren-Larsson syndrome, 270200 (3), Autosomal recessive
ENSG00000072274	Immunodeficiency 46, 616740 (3), Autosomal recessive
ENSG00000072364	CHOPS syndrome, 616368 (3), Autosomal dominant
ENSG00000072501	Cornelia de Lange syndrome 2, 300590 (3), X-linked dominant
ENSG00000072506	HSD10 mitochondrial disease, 300438 (3), X-linked dominant
ENSG00000072571	{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant
ENSG00000072682	Myopia 25, autosomal dominant, 617238 (3), Autosomal dominant
ENSG00000072694	{Malaria, resistance to}, 611162 (3); {Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant
ENSG00000072756	Retinitis pigmentosa and erythrocytic microcytosis, 616959 (3), Autosomal recessive; Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 (3), Autosomal recessive
ENSG00000072778	VLCAD deficiency, 201475 (3), Autosomal recessive
ENSG00000072840	Ellis-van Creveld syndrome, 225500 (3), Autosomal recessive; ?Weyers acrofacial dysostosis, 193530 (3), Autosomal dominant
ENSG00000072864	Lissencephaly 4 (with microcephaly), 614019 (3), Autosomal recessive; ?Microhydranencephaly, 605013 (3), Autosomal recessive
ENSG00000073050	?Spinocerebellar ataxia, autosomal recessive 26, 617633 (3), Autosomal recessive
ENSG00000073060	[High density lipoprotein cholesterol level QTL6], 610762 (3)
ENSG00000073111	?Deafness, autosomal dominant 70, 616968 (3), Autosomal dominant
ENSG00000073282	ADULT syndrome, 103285 (3), Autosomal dominant; Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), Autosomal dominant; Hay-Wells syndrome, 106260 (3), Autosomal dominant; Limb-mammary syndrome, 603543 (3), Autosomal dominant; Orofacial cleft 8, 618149 (3); Rapp-Hodgkin syndrome, 129400 (3), Autosomal dominant; Split-hand/foot malformation 4, 605289 (3), Autosomal dominant
ENSG00000073464	Mental retardation, X-linked 49/15, 300114 (3), X-linked recessive
ENSG00000073578	Cardiomyopathy, dilated, 1GG, 613642 (3); Leigh syndrome, 256000 (3), Autosomal recessive, Mitochondrial; Mitochondrial respiratory chain complex II deficiency, 252011 (3), Autosomal recessive; Paragangliomas 5, 614165 (3), Autosomal dominant
ENSG00000073584	Coffin-Siris syndrome 5, 616938 (3), Autosomal dominant; {Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant
ENSG00000073734	Cholestasis, benign recurrent intrahepatic, 2, 605479 (3), Autosomal recessive; Cholestasis, progressive familial intrahepatic 2, 601847 (3), Autosomal recessive
ENSG00000073792	{Diabetes mellitus, noninsulin-dependent, susceptibility to}, 125853 (3), Autosomal dominant
ENSG00000073861	Asthma and nasal polyps, 208550 (3), Autosomal recessive; {Asthma, aspirin-induced, susceptibility to}, 208550 (3), Autosomal recessive
ENSG00000073921	Leukemia, acute myeloid, somatic, 601626 (3)
ENSG00000074047	Culler-Jones syndrome, 615849 (3), Autosomal dominant; Holoprosencephaly 9, 610829 (3), Autosomal dominant
ENSG00000074071	Combined oxidative phosphorylation deficiency 32, 617664 (3), Autosomal recessive
ENSG00000074181	Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy 1, 125310 (3), Autosomal dominant; Lateral meningocele syndrome, 130720 (3), Autosomal dominant; ?Myofibromatosis, infantile 2, 615293 (3), Autosomal dominant
