"ENSG00000261530","XM_005263190","BTC"
"ENSG00000169260","XM_005272797","ZNF311"
"ENSG00000169260","XM_005272795","ZNF311"
"ENSG00000169260","XM_005274848","ZNF311"
"ENSG00000169260","XM_005249022","ZNF311"
"ENSG00000169260","XM_005249020","ZNF311"
"ENSG00000197646","XM_005251604","PDCD1LG2"
"ENSG00000197646","XM_005251603","PDCD1LG2"
"ENSG00000240654","XM_005266369","C1QTNF9"
"ENSG00000182077","XM_005276863","PTCHD3"
"ENSG00000182077","XM_005252449","PTCHD3"
"ENSG00000185518","XM_005254998","SV2B"
"ENSG00000185518","XM_005254997","SV2B"
"ENSG00000154328","XM_005272381","NEIL2"
"ENSG00000163655","XM_005247865","GMPS"
"ENSG00000119715","XM_005267404","ESRRB"
"ENSG00000119715","XM_005267403","ESRRB"
"ENSG00000154328","XM_005272382","NEIL2"
"ENSG00000154328","XM_005272383","NEIL2"
"ENSG00000169155","XM_005251836","ZBTB43"
"ENSG00000169155","XM_005251835","ZBTB43"
"ENSG00000173401","XM_005268771","GLIPR1L1"
"ENSG00000185291","XM_005274781","IL3RA"
"ENSG00000185291","XM_005274780","IL3RA"
"ENSG00000185291","XM_005274432","IL3RA"
"ENSG00000185291","XM_005274431","IL3RA"
"ENSG00000110958","XM_005268578","PTGES3"
"ENSG00000110958","XM_005268579","PTGES3"
"ENSG00000121210","XM_005262869","KIAA0922"
"ENSG00000165046","XM_005273406","LETM2"
"ENSG00000165046","XM_005273407","LETM2"
"ENSG00000110958","XM_005268577","PTGES3"
"ENSG00000177125","XM_005251989","ZBTB34"
"ENSG00000165959","XM_005268064","CLMN"
"ENSG00000179387","XM_005262885","ELMOD2"
"ENSG00000179387","XM_005262887","ELMOD2"
"ENSG00000179387","XM_005262886","ELMOD2"
"ENSG00000121210","XM_005262870","KIAA0922"
"ENSG00000088812","XM_005260861","ATRN"
"ENSG00000088812","XM_005260860","ATRN"
"ENSG00000262472","XM_005277776","KPNA2"
"ENSG00000262472","XM_005257342","KPNA2"
"ENSG00000164169","XM_005263340","PRMT10"
"ENSG00000114405","XM_005265340","C3orf14"
"ENSG00000114405","XM_005265339","C3orf14"
"ENSG00000114405","XM_005265338","C3orf14"
"ENSG00000176463","XM_005254891","SLCO3A1"
"ENSG00000176463","XM_005254890","SLCO3A1"
"ENSG00000262747","XM_005277782","AMZ2"
"ENSG00000262747","XM_005277778","AMZ2"
"ENSG00000262747","XM_005257437","AMZ2"
"ENSG00000262747","XM_005257433","AMZ2"
"ENSG00000166979","XM_005261018","EVA1C"
"ENSG00000224379","XM_005272865","TCF19"
"ENSG00000262747","XM_005277781","AMZ2"
"ENSG00000262747","XM_005277780","AMZ2"
"ENSG00000262747","XM_005257436","AMZ2"
"ENSG00000262747","XM_005257435","AMZ2"
"ENSG00000145375","XM_005262784","SPATA5"
"ENSG00000145375","XM_005262783","SPATA5"
"ENSG00000135519","XM_005268753","KCNH3"
"ENSG00000135519","XM_005268752","KCNH3"
"ENSG00000186297","XM_005268258","GABRA5"
"ENSG00000087494","XM_005253433","PTHLH"
"ENSG00000235712","XM_005275440","RXRB"
"ENSG00000235712","XM_005275278","RXRB"
"ENSG00000235712","XM_005275151","RXRB"
"ENSG00000206312","XM_005275421","NOTCH4"
"ENSG00000206312","XM_005275420","NOTCH4"
"ENSG00000170180","XM_005262963","GYPA"
"ENSG00000170180","XM_005262966","GYPA"
"ENSG00000170180","XM_005262967","GYPA"
"ENSG00000165097","XM_005248929","KDM1B"
"ENSG00000165097","XM_005248927","KDM1B"
"ENSG00000165097","XM_005248926","KDM1B"
"ENSG00000165097","XM_005248925","KDM1B"
"ENSG00000235712","XM_005275439","RXRB"
"ENSG00000235712","XM_005275277","RXRB"
"ENSG00000235712","XM_005275150","RXRB"
"ENSG00000235712","XM_005272855","RXRB"
"ENSG00000109424","XM_005263206","UCP1"
"ENSG00000144026","XM_005264033","ZNF514"
"ENSG00000177663","XM_005261230","IL17RA"
"ENSG00000107816","XM_005270224","LZTS2"
"ENSG00000167100","XM_005257133","SAMD14"
"ENSG00000167100","XM_005257132","SAMD14"
"ENSG00000135919","XM_005246642","SERPINE2"
"ENSG00000107816","XM_005270223","LZTS2"
"ENSG00000167100","XM_005257131","SAMD14"
"ENSG00000092108","XM_005267469","SCFD1"
"ENSG00000169093","XM_005274783","ASMTL"
"ENSG00000169093","XM_005274434","ASMTL"
"ENSG00000095564","XM_005270265","BTAF1"
"ENSG00000107036","XM_005251524","KIAA1432"
"ENSG00000107036","XM_005251523","KIAA1432"
"ENSG00000137462","XM_005263196","TLR2"
"ENSG00000137462","XM_005263193","TLR2"
"ENSG00000137462","XM_005263197","TLR2"
"ENSG00000137462","XM_005263194","TLR2"
"ENSG00000137462","XM_005263195","TLR2"
"ENSG00000164209","XM_005272126","SLC25A46"
"ENSG00000198879","XM_005252551","SFMBT2"
"ENSG00000198879","XM_005252550","SFMBT2"
"ENSG00000169093","XM_005274784","ASMTL"
"ENSG00000169093","XM_005274435","ASMTL"
"ENSG00000182923","XM_005247801","CEP63"
"ENSG00000186074","XM_005257072","CD300LF"
"ENSG00000186074","XM_005257070","CD300LF"
"ENSG00000234769","XM_005276727","WASH4P"
"ENSG00000182162","XM_005274779","P2RY8"
"ENSG00000182162","XM_005274778","P2RY8"
"ENSG00000182162","XM_005274429","P2RY8"
"ENSG00000182162","XM_005274430","P2RY8"
"ENSG00000182923","XM_005247800","CEP63"
"ENSG00000186074","XM_005257073","CD300LF"
"ENSG00000138134","XM_005269995","STAMBPL1"
"ENSG00000175110","XM_005247640","MRPS22"
"ENSG00000186074","XM_005257071","CD300LF"
"ENSG00000169255","XM_005247862","B3GALNT1"
"ENSG00000169255","XM_005247861","B3GALNT1"
"ENSG00000169255","XM_005247860","B3GALNT1"
"ENSG00000169255","XM_005247859","B3GALNT1"
"ENSG00000169255","XM_005247863","B3GALNT1"
"ENSG00000182923","XM_005247799","CEP63"
"ENSG00000182923","XM_005247797","CEP63"
"ENSG00000182923","XM_005247796","CEP63"
"ENSG00000182923","XM_005247795","CEP63"
"ENSG00000079459","XM_005272375","FDFT1"
"ENSG00000079459","XM_005272374","FDFT1"
"ENSG00000186074","XM_005257069","CD300LF"
"ENSG00000228128","XM_005275523","DDAH2"
"ENSG00000228128","XM_005275362","DDAH2"
"ENSG00000228128","XM_005275226","DDAH2"
"ENSG00000228128","XM_005275087","DDAH2"
"ENSG00000228128","XM_005274930","DDAH2"
"ENSG00000228128","XM_005272784","DDAH2"
"ENSG00000228128","XM_005248975","DDAH2"
"ENSG00000104093","XM_005254258","DMXL2"
"ENSG00000104093","XM_005254257","DMXL2"
"ENSG00000108298","XM_005257564","RPL19"
"ENSG00000196600","XM_005273985","SLC22A25"
"ENSG00000006837","XM_005272004","CDKL3"
"ENSG00000136828","XM_005252319","RALGPS1"
"ENSG00000006837","XM_005272002","CDKL3"
"ENSG00000082153","XM_005246979","BZW1"
"ENSG00000144306","XM_005246853","SCRN3"
"ENSG00000144306","XM_005246855","SCRN3"
"ENSG00000144306","XM_005246856","SCRN3"
"ENSG00000144306","XM_005246857","SCRN3"
"ENSG00000144306","XM_005246854","SCRN3"
"ENSG00000152822","XM_005266950","GRM1"
"ENSG00000140557","XM_005254982","ST8SIA2"
"ENSG00000205176","XM_005251207","REXO1L1P"
"ENSG00000130517","XM_005259971","PGPEP1"
"ENSG00000130517","XM_005259970","PGPEP1"
"ENSG00000223524","XM_005276326","REXO1L11P"
"ENSG00000223524","XM_005276322","REXO1L11P"
"ENSG00000223524","XM_002342862","REXO1L11P"
"ENSG00000223524","XM_005251122","REXO1L11P"
"ENSG00000223524","XM_005251121","REXO1L11P"
"ENSG00000165309","XM_005252381","ARMC3"
"ENSG00000169255","XM_005247864","B3GALNT1"
"ENSG00000169255","XM_005247858","B3GALNT1"
"ENSG00000255940","XM_005276326","REXO1L10P"
"ENSG00000255940","XM_005276322","REXO1L10P"
"ENSG00000255940","XM_002342862","REXO1L10P"
"ENSG00000255940","XM_005251122","REXO1L10P"
"ENSG00000255940","XM_005251121","REXO1L10P"
"ENSG00000181409","XM_005257852","AATK"
"ENSG00000181409","XM_005257851","AATK"
"ENSG00000181409","XM_005257849","AATK"
"ENSG00000181409","XM_005257848","AATK"
"ENSG00000181409","XM_005257847","AATK"
"ENSG00000164008","XM_005270338","C1orf50"
"ENSG00000165309","XM_005252379","ARMC3"
"ENSG00000104983","XM_005259191","CCDC61"
"ENSG00000104983","XM_005259192","CCDC61"
"ENSG00000165309","XM_005252382","ARMC3"
"ENSG00000140451","XM_005254691","PIF1"
"ENSG00000178188","XM_005255238","SH2B1"
"ENSG00000178188","XM_005255237","SH2B1"
"ENSG00000105202","XM_005258651","FBL"
"ENSG00000035141","XM_003960331","FAM136A"
"ENSG00000035141","XM_002342390","FAM136A"
"ENSG00000035141","XM_005264621","FAM136A"
"ENSG00000035141","XM_005264620","FAM136A"
"ENSG00000035141","XM_005264619","FAM136A"
"ENSG00000035141","XM_003119906","FAM136A"
"ENSG00000104983","XM_005259193","CCDC61"
"ENSG00000215182","XM_003403450","MUC5AC"
"ENSG00000215182","XM_003119481","MUC5AC"
"ENSG00000136828","XM_005252318","RALGPS1"
"ENSG00000181409","XM_005257857","AATK"
"ENSG00000181409","XM_005257856","AATK"
"ENSG00000181409","XM_005257854","AATK"
"ENSG00000214022","XM_005249985","REPIN1"
"ENSG00000071205","XM_005263217","ARHGAP10"
"ENSG00000071205","XM_005263216","ARHGAP10"
"ENSG00000089250","XM_005253885","NOS1"
"ENSG00000155324","XM_005272060","GRAMD3"
"ENSG00000155324","XM_005272058","GRAMD3"
"ENSG00000155324","XM_005272057","GRAMD3"
"ENSG00000091128","XM_005250232","LAMB4"
"ENSG00000178188","XM_005255239","SH2B1"
"ENSG00000124508","XM_005248798","BTN2A2"
"ENSG00000154265","XM_005257178","ABCA5"
"ENSG00000154265","XM_005257177","ABCA5"
"ENSG00000100031","XM_005260864","GGT1"
"ENSG00000100031","XM_005260863","GGT1"
"ENSG00000100031","XM_005261890","GGT1"
"ENSG00000100031","XM_005261888","GGT1"
"ENSG00000100031","XM_005261887","GGT1"
"ENSG00000100031","XM_003846303","GGT1"
"ENSG00000100031","XM_005261886","GGT1"
"ENSG00000100031","XM_005261884","GGT1"
"ENSG00000100031","XM_005261817","GGT1"
"ENSG00000100031","XM_005261815","GGT1"
"ENSG00000175489","XM_005259739","LRRC25"
"ENSG00000108424","XM_005257341","KPNB1"
"ENSG00000175352","XM_005253020","NRIP3"
"ENSG00000100031","XM_005261556","GGT1"
"ENSG00000196433","XM_005274782","ASMT"
"ENSG00000196433","XM_005274433","ASMT"
"ENSG00000125861","XM_005260793","GFRA4"
"ENSG00000132424","XM_005266913","PNISR"
"ENSG00000075651","XM_005247534","PLD1"
"ENSG00000124508","XM_005248797","BTN2A2"
"ENSG00000075651","XM_005247533","PLD1"
"ENSG00000197548","XM_005264803","ATG7"
"ENSG00000197548","XM_005264802","ATG7"
"ENSG00000197548","XM_005264800","ATG7"
"ENSG00000197548","XM_005264801","ATG7"
"ENSG00000069998","XM_005261235","CECR5"
"ENSG00000104044","XM_005268259","OCA2"
"ENSG00000206517","XM_005275366","OR11A1"
"ENSG00000206517","XM_005275090","OR11A1"
"ENSG00000206517","XM_005272789","OR11A1"
"ENSG00000206517","XM_005274844","OR11A1"
"ENSG00000240403","XM_005278272","KIR3DL2"
"ENSG00000240403","XM_005277185","KIR3DL2"
"ENSG00000240403","XM_005258899","KIR3DL2"
"ENSG00000206517","XM_005275365","OR11A1"
"ENSG00000206517","XM_005275089","OR11A1"
"ENSG00000206517","XM_005274934","OR11A1"
"ENSG00000206517","XM_005272788","OR11A1"
"ENSG00000206517","XM_005274843","OR11A1"
"ENSG00000168314","XM_005265167","MOBP"
"ENSG00000266159","XM_005277627","TSGA13"
"ENSG00000266159","XM_005277626","TSGA13"
"ENSG00000266159","XM_005250137","TSGA13"
"ENSG00000266159","XM_005277628","TSGA13"
"ENSG00000266159","XM_005250138","TSGA13"
"ENSG00000163806","XM_005264241","SPDYA"
"ENSG00000163806","XM_005264240","SPDYA"
"ENSG00000163806","XM_005264239","SPDYA"
"ENSG00000117450","XM_005270907","PRDX1"
"ENSG00000235960","XM_005275195","TRIM15"
"ENSG00000235960","XM_005275063","TRIM15"
"ENSG00000235960","XM_005274898","TRIM15"
"ENSG00000149742","XM_005273736","SLC22A9"
"ENSG00000206516","XM_005275367","OR2H1"
"ENSG00000206516","XM_005275368","OR2H1"
"ENSG00000206516","XM_005275092","OR2H1"
"ENSG00000206516","XM_005274846","OR2H1"
"ENSG00000147144","XM_005272690","CCDC120"
"ENSG00000147144","XM_005272689","CCDC120"
"ENSG00000143971","XM_005264374","ETAA1"
"ENSG00000136689","XM_005263663","IL1RN"
"ENSG00000136689","XM_005263662","IL1RN"
"ENSG00000155324","XM_005272063","GRAMD3"
"ENSG00000159202","XM_005257594","UBE2Z"
"ENSG00000131236","XM_005270375","CAP1"
"ENSG00000131236","XM_005270374","CAP1"
"ENSG00000131236","XM_005270373","CAP1"
"ENSG00000131236","XM_005270371","CAP1"
"ENSG00000131236","XM_005270368","CAP1"
"ENSG00000243452","XM_005245097","NBPF15"
"ENSG00000243452","XM_005245096","NBPF15"
"ENSG00000136689","XM_005263661","IL1RN"
"ENSG00000151923","XM_005270108","TIAL1"
"ENSG00000128683","XM_005246443","GAD1"
"ENSG00000198077","XM_005258568","CYP2A7"
"ENSG00000007384","XM_005255498","RHBDF1"
"ENSG00000007384","XM_005255496","RHBDF1"
"ENSG00000007384","XM_005255493","RHBDF1"
"ENSG00000007384","XM_005255494","RHBDF1"
"ENSG00000163626","XM_005265680","COX18"
"ENSG00000163626","XM_005265679","COX18"
"ENSG00000169282","XM_005247755","KCNAB1"
"ENSG00000131236","XM_005270372","CAP1"
"ENSG00000131236","XM_005270367","CAP1"
"ENSG00000147144","XM_005272688","CCDC120"
"ENSG00000155324","XM_005272065","GRAMD3"
"ENSG00000155324","XM_005272059","GRAMD3"
"ENSG00000027697","XM_005266958","IFNGR1"
"ENSG00000170153","XM_005263150","RNF150"
"ENSG00000222036","XM_005263750","POTEG"
"ENSG00000222036","XM_005263739","POTEG"
"ENSG00000222036","XM_005263735","POTEG"
"ENSG00000222036","XM_005263674","POTEG"
"ENSG00000222036","XM_005263673","POTEG"
"ENSG00000027697","XM_005266959","IFNGR1"
"ENSG00000169398","XM_005251011","PTK2"
"ENSG00000169398","XM_005251010","PTK2"
"ENSG00000169398","XM_005251008","PTK2"
"ENSG00000169398","XM_005251007","PTK2"
"ENSG00000169398","XM_005251006","PTK2"
"ENSG00000164010","XM_005270416","ERMAP"
"ENSG00000164010","XM_005270415","ERMAP"
"ENSG00000151923","XM_005270109","TIAL1"
"ENSG00000128683","XM_005246444","GAD1"
"ENSG00000188612","XM_005276311","SUMO2"
"ENSG00000188612","XM_005250081","SUMO2"
"ENSG00000188612","XM_005272735","SUMO2"
"ENSG00000188612","XM_005276013","SUMO2"
"ENSG00000238074","XM_005262567","TSPY6P"
"ENSG00000159314","XM_005275642","ARHGAP27"
"ENSG00000159314","XM_005257128","ARHGAP27"
"ENSG00000141750","XM_005257301","STAC2"
"ENSG00000205531","XM_005252937","NAP1L4"
"ENSG00000145740","XM_005248569","SLC30A5"
"ENSG00000124795","XM_005249391","DEK"
"ENSG00000206306","XM_005275985","HLA-DRB1"
"ENSG00000163485","XM_005244901","ADORA1"
"ENSG00000157800","XM_005250058","SLC37A3"
"ENSG00000164893","XM_005250804","SLC7A13"
"ENSG00000081760","XM_005253610","AACS"
"ENSG00000183354","XM_005251385","KIAA2026"
"ENSG00000103152","XM_005255325","MPG"
"ENSG00000161328","XM_005252775","LRRC56"
"ENSG00000146216","XM_005249449","TTBK1"
"ENSG00000124140","XM_005260470","SLC12A5"
"ENSG00000163235","XM_005278325","TGFA"
"ENSG00000163235","XM_005278324","TGFA"
"ENSG00000163235","XM_005264523","TGFA"
"ENSG00000163235","XM_005264522","TGFA"
"ENSG00000166226","XM_005268574","CCT2"
"ENSG00000101782","XM_005258374","RIOK3"
"ENSG00000169398","XM_005251014","PTK2"
"ENSG00000198161","XM_005276142","PPIAL4C"
"ENSG00000198161","XM_003846490","PPIAL4C"
"ENSG00000236424","XM_002344198","TSPY10"
"ENSG00000236424","XM_003403496","TSPY10"
"ENSG00000155508","XM_005268530","CNOT8"
"ENSG00000155508","XM_005268526","CNOT8"
"ENSG00000146426","XM_005266929","TIAM2"
"ENSG00000183643","XM_005254870","C15orf32"
"ENSG00000002586","XM_005274797","CD99"
"ENSG00000002586","XM_005274533","CD99"
"ENSG00000196517","XM_005271145","SLC6A9"
"ENSG00000175356","XM_005253033","SCUBE2"
"ENSG00000149451","XM_005260845","ADAM33"
"ENSG00000213445","XM_005274189","SIPA1"
"ENSG00000236424","XM_005262567","TSPY10"
"ENSG00000133055","XM_005245196","MYBPH"
"ENSG00000181852","XM_005268561","RNF41"
"ENSG00000213445","XM_005274190","SIPA1"
"ENSG00000141644","XM_005258271","MBD1"
"ENSG00000141644","XM_005258268","MBD1"
"ENSG00000002586","XM_005274795","CD99"
"ENSG00000002586","XM_005274789","CD99"
"ENSG00000002586","XM_005274788","CD99"
"ENSG00000002586","XM_005274531","CD99"
"ENSG00000002586","XM_005274525","CD99"
"ENSG00000002586","XM_005274524","CD99"
"ENSG00000141644","XM_005258266","MBD1"
"ENSG00000141644","XM_005258264","MBD1"
"ENSG00000141644","XM_005258261","MBD1"
"ENSG00000146426","XM_005266928","TIAM2"
"ENSG00000089234","XM_005253944","BRAP"
"ENSG00000180481","XM_005268666","GLIPR1L2"
"ENSG00000175356","XM_005253035","SCUBE2"
"ENSG00000175356","XM_005253032","SCUBE2"
"ENSG00000141644","XM_005258265","MBD1"
"ENSG00000068831","XM_005273707","RASGRP2"
"ENSG00000141644","XM_005258272","MBD1"
"ENSG00000159082","XM_005261079","SYNJ1"
"ENSG00000232859","XM_005257943","LYRM9"
"ENSG00000130511","XM_005259790","SSBP4"
"ENSG00000159082","XM_005261075","SYNJ1"
"ENSG00000068831","XM_005273708","RASGRP2"
"ENSG00000188368","XM_005258780","PRR19"
"ENSG00000132141","XM_005257915","CCT6B"
"ENSG00000096384","XM_005249075","HSP90AB1"
"ENSG00000090920","XM_005259365","FCGBP"
"ENSG00000135486","XM_005268826","HNRNPA1"
"ENSG00000133317","XM_005274360","LGALS12"
"ENSG00000146426","XM_005266927","TIAM2"
"ENSG00000206281","XM_005275448","TAPBP"
"ENSG00000183675","XM_005277653","PTPN20B"
"ENSG00000183675","XM_005270322","PTPN20B"
"ENSG00000183675","XM_005270315","PTPN20B"
"ENSG00000163067","XM_005264018","ZNF2"
"ENSG00000163067","XM_005264017","ZNF2"
"ENSG00000071054","XM_005264060","MAP4K4"
"ENSG00000071054","XM_005264059","MAP4K4"
"ENSG00000159082","XM_005261077","SYNJ1"
"ENSG00000150337","XM_005277352","FCGR1A"
"ENSG00000150337","XM_005277351","FCGR1A"
"ENSG00000150337","XM_005244958","FCGR1A"
"ENSG00000150337","XM_005244957","FCGR1A"
"ENSG00000170011","XM_005265029","MYRIP"
"ENSG00000224455","XM_005275581","VPS52"
"ENSG00000224455","XM_005275280","VPS52"
"ENSG00000133317","XM_005274359","LGALS12"
"ENSG00000144395","XM_005246472","CCDC150"
"ENSG00000170011","XM_005265027","MYRIP"
"ENSG00000161326","XM_005256977","DUSP14"
"ENSG00000203814","XM_005277398","HIST2H2BF"
"ENSG00000120256","XM_005267168","LRP11"
"ENSG00000065060","XM_005249199","UHRF1BP1"
"ENSG00000203814","XM_005277397","HIST2H2BF"
"ENSG00000203814","XM_005245176","HIST2H2BF"
"ENSG00000071054","XM_005264072","MAP4K4"
"ENSG00000071054","XM_005264070","MAP4K4"
"ENSG00000071054","XM_005264069","MAP4K4"
"ENSG00000136895","XM_005252269","GARNL3"
"ENSG00000136895","XM_005252267","GARNL3"
"ENSG00000093072","XM_005261246","CECR1"
"ENSG00000137033","XM_005251627","IL33"
"ENSG00000137033","XM_005251626","IL33"
"ENSG00000151623","XM_005263014","NR3C2"
"ENSG00000183941","XM_005277429","HIST2H4A"
"ENSG00000183941","XM_005277410","HIST2H4A"
"ENSG00000183941","XM_005245523","HIST2H4A"
"ENSG00000183941","XM_005245310","HIST2H4A"
"ENSG00000132972","XM_005266474","RNF17"
"ENSG00000132972","XM_005266473","RNF17"
"ENSG00000171103","XM_005264394","TRMT61B"
"ENSG00000093072","XM_005261247","CECR1"
"ENSG00000124343","XM_005274588","XG"
"ENSG00000196159","XM_005263210","FAT4"
"ENSG00000196159","XM_005263209","FAT4"
"ENSG00000170011","XM_005265028","MYRIP"
"ENSG00000183941","XM_005277430","HIST2H4A"
"ENSG00000183941","XM_005277428","HIST2H4A"
"ENSG00000183941","XM_005277412","HIST2H4A"
"ENSG00000183941","XM_005277411","HIST2H4A"
"ENSG00000183941","XM_005245524","HIST2H4A"
"ENSG00000183941","XM_005245522","HIST2H4A"
"ENSG00000183941","XM_005245312","HIST2H4A"
"ENSG00000183941","XM_005245311","HIST2H4A"
"ENSG00000187778","XM_005268572","MCRS1"
"ENSG00000185522","XM_005252846","C11orf35"
"ENSG00000071054","XM_005264056","MAP4K4"
"ENSG00000071054","XM_005264055","MAP4K4"
"ENSG00000071054","XM_005264054","MAP4K4"
"ENSG00000071054","XM_005264053","MAP4K4"
"ENSG00000170011","XM_005265030","MYRIP"
"ENSG00000136895","XM_005252270","GARNL3"
"ENSG00000125450","XM_005257693","NUP85"
"ENSG00000125450","XM_005257692","NUP85"
"ENSG00000071054","XM_005264061","MAP4K4"
"ENSG00000118503","XM_005267119","TNFAIP3"
"ENSG00000108100","XM_005252390","CCNY"
"ENSG00000108100","XM_005252388","CCNY"
"ENSG00000171408","XM_005266931","PDE7B"
"ENSG00000183675","XM_005270314","PTPN20B"
"ENSG00000108100","XM_005252387","CCNY"
"ENSG00000145979","XM_005249165","TBC1D7"
"ENSG00000145979","XM_005249164","TBC1D7"
"ENSG00000145979","XM_005249163","TBC1D7"
"ENSG00000111331","XM_005253889","OAS3"
"ENSG00000166477","XM_005254155","LEO1"
"ENSG00000226060","XM_005275456","TRIM26"
"ENSG00000226060","XM_005275454","TRIM26"
"ENSG00000226060","XM_005275026","TRIM26"
"ENSG00000226060","XM_005275024","TRIM26"
"ENSG00000226060","XM_005274891","TRIM26"
"ENSG00000226060","XM_005274889","TRIM26"
"ENSG00000226060","XM_005249378","TRIM26"
"ENSG00000183624","XM_005247636","HMCES"
"ENSG00000163618","XM_005265521","CADPS"
"ENSG00000186973","XM_005270875","FAM183A"
"ENSG00000115204","XM_005264326","MPV17"
"ENSG00000130656","XM_005255288","HBZ"
"ENSG00000196998","XM_005278026","WDR45"
"ENSG00000196998","XM_005272584","WDR45"
"ENSG00000132334","XM_005252692","PTPRE"
"ENSG00000132334","XM_005252691","PTPRE"
"ENSG00000132334","XM_005252689","PTPRE"
"ENSG00000132334","XM_005252688","PTPRE"
"ENSG00000226060","XM_005275455","TRIM26"
"ENSG00000226060","XM_005275453","TRIM26"
"ENSG00000226060","XM_005275452","TRIM26"
"ENSG00000226060","XM_005275025","TRIM26"
"ENSG00000226060","XM_005275023","TRIM26"
"ENSG00000226060","XM_005275022","TRIM26"
"ENSG00000226060","XM_005274890","TRIM26"
"ENSG00000226060","XM_005274888","TRIM26"
"ENSG00000226060","XM_005274887","TRIM26"
"ENSG00000226060","XM_005249377","TRIM26"
"ENSG00000226060","XM_005249375","TRIM26"
"ENSG00000226060","XM_005249374","TRIM26"
"ENSG00000197077","XM_005261794","KIAA1671"
"ENSG00000197077","XM_005261793","KIAA1671"
"ENSG00000224455","XM_005275582","VPS52"
"ENSG00000224455","XM_005275281","VPS52"
"ENSG00000166839","XM_005254341","ANKDD1A"
"ENSG00000145979","XM_005249167","TBC1D7"
"ENSG00000145979","XM_005249166","TBC1D7"
"ENSG00000196610","XM_005275386","HLA-DQB2"
"ENSG00000196610","XM_005275111","HLA-DQB2"
